Area,Frontage,Access_Road,Floors,Bedrooms,Bathrooms,Price,Frontage_missing,Access_Road_missing,Floors_missing,Bedrooms_missing,Bathrooms_missing,Area_per_Bedroom,Area_per_Bathroom,Frontage_Area_ratio,Legal_status_Sale contract,Legal_status_Unknown,Furniture_state_Full,Furniture_state_Unknown,Price_log
100.0,4.5,7.0,2.0,3.0,2.0,2.8,1,0,0,0,0,25.0,33.333333333333336,0.04455445544554455,False,False,False,True,1.33500106673234
50.0,3.5,3.5,1.0,3.0,1.5,4.9,0,0,0,0,0,12.5,20.0,0.06862745098039216,False,False,True,False,1.7749523509116738
28.0,3.1,3.5,4.0,3.0,3.0,4.75,0,0,0,1,1,7.0,7.0,0.10689655172413794,False,True,False,True,1.749199854809259
75.0,5.0,7.5,5.0,3.0,3.0,8.5,0,0,0,1,1,18.75,18.75,0.06578947368421052,False,True,False,True,2.2512917986064953
85.0,5.0,5.5,3.0,4.0,3.0,2.1,0,1,0,0,0,17.0,21.25,0.05813953488372093,False,False,False,True,1.1314021114911006
92.3,4.4,4.0,2.0,4.0,2.0,4.7,0,0,0,0,0,18.46,30.766666666666666,0.04715969989281887,False,False,False,True,1.7404661748405046
63.0,4.5,7.5,4.0,4.0,4.0,9.2,1,0,0,0,0,12.6,12.6,0.0703125,False,False,True,False,2.322387720290225
28.0,4.5,5.5,4.0,3.0,2.0,7.5,1,1,0,0,0,7.0,9.333333333333334,0.15517241379310345,False,False,True,False,2.1400661634962708
50.0,4.5,5.5,3.0,3.0,3.0,1.33,1,1,1,1,1,12.5,12.5,0.08823529411764706,False,True,False,True,0.8458682675776092
30.0,4.5,7.5,2.0,2.0,2.0,3.9,1,0,0,0,0,10.0,10.0,0.14516129032258066,False,False,True,False,1.589235205116581
35.0,5.0,3.5,5.0,4.0,5.0,4.55,0,0,0,0,0,7.0,5.833333333333333,0.1388888888888889,False,False,True,False,1.713797927758343
37.4,4.5,5.5,2.0,2.0,2.0,1.88,1,1,0,0,0,12.466666666666667,12.466666666666667,0.1171875,False,False,False,True,1.0577902941478545
36.0,4.5,5.5,2.0,2.0,2.0,3.68,1,1,0,0,0,12.0,12.0,0.12162162162162163,False,True,False,True,1.5432981099295553
140.0,4.5,5.5,3.0,2.0,2.0,3.0,1,1,1,0,0,46.666666666666664,46.666666666666664,0.031914893617021274,False,False,True,False,1.3862943611198906
55.0,5.0,7.5,3.0,4.0,5.0,6.77,0,0,0,0,0,11.0,9.166666666666666,0.08928571428571429,False,False,True,False,2.050270164379556
63.0,6.5,5.5,5.0,4.0,5.0,8.4,0,1,0,0,0,12.6,10.5,0.1015625,False,False,True,False,2.2407096892759584
40.0,4.5,5.5,6.0,3.0,5.5,7.35,1,1,0,1,0,10.0,6.153846153846154,0.10975609756097561,False,True,False,True,2.122261538862764
50.0,4.5,5.5,5.0,5.5,5.0,8.2,1,1,0,0,0,7.6923076923076925,8.333333333333334,0.08823529411764706,False,False,False,True,2.2192034840549946
40.0,4.0,4.0,1.0,2.0,1.5,5.5,0,0,0,0,0,13.333333333333334,16.0,0.0975609756097561,False,False,False,True,1.8718021769015913
52.0,4.5,5.5,4.0,4.0,4.0,4.6,1,1,0,0,0,10.4,10.4,0.08490566037735849,False,True,False,True,1.7227665977411035
105.0,6.5,7.5,4.0,5.5,5.5,5.6,0,0,0,0,0,16.153846153846153,16.153846153846153,0.06132075471698113,False,False,False,True,1.8870696490323797
30.5,3.05,4.0,5.0,3.0,4.0,6.4,0,0,0,0,0,7.625,6.1,0.09682539682539681,False,False,True,False,2.0014800002101243
54.9,4.5,7.0,3.0,5.0,5.0,4.75,1,0,0,0,0,9.15,9.15,0.08050089445438283,False,False,True,False,1.749199854809259
60.0,4.0,7.5,4.0,4.0,5.0,8.1,0,0,0,0,0,12.0,10.0,0.06557377049180328,False,False,False,False,2.2082744135228043
105.0,6.5,7.5,4.0,5.5,5.5,5.6,0,0,0,0,0,16.153846153846153,16.153846153846153,0.06132075471698113,False,True,False,True,1.8870696490323797
45.0,4.5,5.5,3.0,3.0,3.0,2.8,1,1,1,1,1,11.25,11.25,0.09782608695652174,False,True,False,True,1.33500106673234
35.0,4.5,5.5,5.0,3.0,3.0,3.6,1,1,0,1,1,8.75,8.75,0.125,False,True,False,True,1.5260563034950492
60.0,4.5,7.5,3.0,4.0,3.0,6.8,0,0,0,0,0,12.0,15.0,0.07377049180327869,False,False,False,False,2.0541237336955462
44.0,5.0,3.5,6.0,5.0,5.0,8.7,0,0,0,0,0,7.333333333333333,7.333333333333333,0.1111111111111111,False,False,False,True,2.272125885509337
35.0,3.9,3.5,5.0,3.0,4.0,6.3,0,0,0,0,0,8.75,7.0,0.10833333333333334,False,False,False,False,1.9878743481543455
140.0,6.5,7.5,2.0,4.0,2.0,2.55,0,0,0,0,0,28.0,46.666666666666664,0.04609929078014184,False,False,False,True,1.2669476034873244
96.0,4.5,7.5,3.0,3.0,3.0,9.0,1,0,1,1,1,24.0,24.0,0.04639175257731959,False,False,True,False,2.302585092994046
89.0,4.0,7.5,1.0,3.0,2.0,1.25,0,0,0,0,0,22.25,29.666666666666668,0.044444444444444446,False,False,False,False,0.8109302162163288
27.0,4.5,5.5,4.0,3.0,4.0,6.6,1,1,0,0,0,6.75,5.4,0.16071428571428573,False,False,False,True,2.028148247292285
30.0,4.5,5.5,5.0,5.5,4.0,4.25,1,1,0,0,0,4.615384615384615,6.0,0.14516129032258066,False,True,False,True,1.6582280766035324
140.0,4.5,5.5,1.0,3.0,2.0,7.7,1,1,0,0,0,35.0,46.666666666666664,0.031914893617021274,False,False,False,True,2.163323025660538
67.5,4.5,7.5,4.0,4.0,4.0,4.68,0,0,0,0,0,13.5,13.5,0.06569343065693431,False,False,False,True,1.7369512327330598
24.0,4.0,3.5,1.0,2.0,1.5,1.15,0,0,0,0,0,8.0,9.6,0.16,True,False,False,True,0.7654678421395714
95.0,5.2,6.0,2.0,3.0,3.0,7.55,0,0,0,0,0,23.75,23.75,0.05416666666666667,False,False,False,False,2.145931282948669
60.0,4.5,3.5,3.0,3.0,3.0,1.87,1,0,0,0,0,15.0,15.0,0.07377049180327869,False,True,False,False,1.0543120297715298
110.0,4.0,7.5,3.0,4.0,4.0,7.65,0,0,0,0,0,22.0,22.0,0.036036036036036036,False,True,True,False,2.157559320943788
50.0,4.5,6.0,3.0,4.0,5.0,4.99,1,0,0,0,0,10.0,8.333333333333334,0.08823529411764706,False,False,True,False,1.7900914121273581
140.0,4.5,5.5,1.0,4.0,2.0,2.25,1,1,0,0,0,28.0,46.666666666666664,0.031914893617021274,False,False,False,True,1.1786549963416462
56.0,4.0,7.5,4.0,4.0,5.0,6.2,0,0,0,0,0,11.2,9.333333333333334,0.07017543859649122,False,False,True,False,1.9740810260220096
64.0,6.5,7.5,4.0,4.0,5.0,7.5,0,0,0,0,0,12.8,10.666666666666666,0.1,False,False,True,False,2.1400661634962708
39.0,4.5,5.5,4.0,4.0,5.0,4.1,1,1,0,0,0,7.8,6.5,0.1125,False,False,True,False,1.62924053973028
140.0,6.5,7.5,3.0,2.0,2.0,3.8,0,0,1,0,0,46.666666666666664,46.666666666666664,0.04609929078014184,False,False,False,False,1.5686159179138452
111.0,6.5,7.5,3.0,4.0,4.0,6.76,0,0,0,0,0,22.2,22.2,0.05803571428571429,True,False,False,True,2.048982334195127
40.0,3.5,3.5,6.0,5.5,5.5,6.98,0,0,0,0,0,6.153846153846154,6.153846153846154,0.08536585365853659,False,False,True,False,2.0769384114617173
80.0,5.0,7.0,3.0,3.0,3.0,6.1,0,0,0,0,0,20.0,20.0,0.06172839506172839,False,True,False,True,1.9600947840472698
70.0,4.5,5.5,5.0,5.5,4.0,4.15,1,1,0,0,0,10.76923076923077,14.0,0.06338028169014084,False,False,False,False,1.6389967146756448
56.0,4.5,7.5,5.0,4.0,5.0,6.5,1,0,0,0,0,11.2,9.333333333333334,0.07894736842105263,False,False,True,False,2.0149030205422647
140.0,4.5,7.5,3.0,5.5,5.5,2.18,1,0,1,0,0,21.53846153846154,21.53846153846154,0.031914893617021274,False,True,False,True,1.1568811967920856
67.5,4.5,7.5,4.0,3.0,3.0,4.6,0,0,0,1,1,16.875,16.875,0.06569343065693431,False,False,False,False,1.7227665977411035
44.0,4.6,5.5,4.0,3.0,3.0,5.95,0,1,0,1,1,11.0,11.0,0.10222222222222221,False,False,False,True,1.9387416595767009
45.0,4.5,5.5,3.0,4.0,3.0,2.48,1,1,0,0,0,9.0,11.25,0.09782608695652174,False,False,False,False,1.247032293786383
58.0,4.0,3.5,5.0,4.0,4.0,7.9,0,0,0,0,0,11.6,11.6,0.06779661016949153,False,False,False,True,2.186051276738094
39.0,4.5,5.5,7.0,3.0,3.0,9.7,1,1,0,1,1,9.75,9.75,0.1125,False,False,True,False,2.3702437414678603
52.0,4.5,5.5,3.0,3.0,3.0,4.5,1,1,1,1,1,13.0,13.0,0.08490566037735849,True,False,False,True,1.7047480922384253
61.0,4.0,5.5,3.0,3.0,3.0,6.5,0,1,0,0,0,15.25,15.25,0.06451612903225806,False,False,True,False,2.0149030205422647
67.5,4.5,7.5,4.0,3.0,3.0,9.0,0,0,0,0,0,16.875,16.875,0.06569343065693431,False,False,False,False,2.302585092994046
80.0,4.5,5.5,3.0,3.0,4.0,2.99,1,1,1,0,0,20.0,16.0,0.05555555555555555,False,False,False,True,1.3837912309017721
68.0,6.0,7.5,4.0,4.0,4.0,9.0,0,0,0,0,0,13.6,13.6,0.08695652173913043,False,True,False,False,2.302585092994046
25.0,4.1,3.5,2.0,2.0,2.0,3.45,0,0,0,0,0,8.333333333333334,8.333333333333334,0.1576923076923077,False,False,False,True,1.4929040961781488
66.0,6.0,6.0,4.0,4.0,4.0,10.0,0,0,0,0,0,13.2,13.2,0.08955223880597014,False,False,True,False,2.3978952727983707
140.0,6.5,7.5,1.0,2.0,1.5,5.5,0,0,0,0,0,46.666666666666664,56.0,0.04609929078014184,False,False,True,False,1.8718021769015913
126.0,4.5,5.5,3.0,3.0,3.0,7.5,1,1,1,1,1,31.5,31.5,0.03543307086614173,True,False,False,True,2.1400661634962708
140.0,4.5,7.5,3.0,5.0,4.0,8.5,1,0,0,0,0,23.333333333333332,28.0,0.031914893617021274,False,True,False,True,2.2512917986064953
51.0,4.5,5.5,2.0,3.0,2.0,5.5,1,1,0,0,0,12.75,17.0,0.08653846153846154,False,False,True,False,1.8718021769015913
95.0,6.5,7.5,3.0,4.0,5.0,5.5,0,0,0,0,0,19.0,15.833333333333334,0.06770833333333333,False,False,False,True,1.8718021769015913
44.0,5.0,5.0,2.0,2.0,1.5,3.9,0,0,0,0,0,14.666666666666666,17.6,0.1111111111111111,False,False,False,False,1.589235205116581
64.0,4.5,7.0,5.0,4.0,5.0,6.5,1,0,0,0,0,12.8,10.666666666666666,0.06923076923076923,False,False,True,False,2.0149030205422647
52.5,5.0,5.5,2.0,2.0,2.0,5.75,0,1,0,0,0,17.5,17.5,0.09345794392523364,False,False,False,True,1.9095425048844386
90.0,6.0,7.5,2.0,3.0,3.0,4.7,0,0,0,0,0,22.5,22.5,0.06593406593406594,True,False,False,True,1.7404661748405046
136.6,4.5,5.5,3.0,3.0,3.0,4.8,1,1,1,1,1,34.15,34.15,0.032703488372093026,False,False,False,False,1.7578579175523736
96.0,6.5,7.5,4.0,5.0,5.5,8.5,0,0,0,0,0,16.0,14.76923076923077,0.06701030927835051,True,False,True,False,2.2512917986064953
41.6,3.0,5.5,5.0,4.0,4.0,6.3,0,1,0,0,0,8.32,8.32,0.07042253521126761,False,False,False,False,1.9878743481543455
79.0,5.3,3.5,4.0,4.0,5.5,7.0,0,0,0,0,0,15.8,12.153846153846153,0.06625,False,False,True,False,2.0794415416798357
100.0,4.5,5.5,3.0,3.0,3.0,3.55,1,1,0,0,0,25.0,25.0,0.04455445544554455,False,False,True,False,1.5151272329628591
97.9,4.5,7.5,3.0,4.0,3.0,4.5,1,0,0,0,0,19.580000000000002,24.475,0.045500505561172896,False,False,False,False,1.7047480922384253
81.0,4.5,5.5,3.0,3.0,3.0,4.75,1,1,1,1,1,20.25,20.25,0.054878048780487805,False,True,False,True,1.749199854809259
80.0,4.5,7.5,3.0,3.0,3.0,6.5,1,0,0,1,1,20.0,20.0,0.05555555555555555,False,False,False,True,2.0149030205422647
41.0,4.5,5.5,4.0,4.0,5.0,6.75,1,1,0,0,0,8.2,6.833333333333333,0.10714285714285714,False,False,True,False,2.0476928433652555
27.0,2.7,5.5,5.0,2.0,3.0,5.5,0,1,0,0,0,9.0,6.75,0.09642857142857143,False,False,True,False,1.8718021769015913
95.0,4.5,7.5,3.0,3.0,3.0,5.65,1,0,1,1,1,23.75,23.75,0.046875,False,False,False,True,1.8946168546677629
78.0,4.5,5.5,3.0,3.0,3.0,2.8,1,1,1,0,1,19.5,19.5,0.056962025316455694,False,False,False,False,1.33500106673234
87.2,4.0,5.5,2.0,2.0,1.5,2.75,0,1,0,0,0,29.066666666666666,34.88,0.045351473922902494,False,False,False,False,1.3217558399823195
68.0,4.0,7.5,2.0,3.0,2.0,1.85,0,0,0,0,0,17.0,22.666666666666668,0.057971014492753624,False,False,False,True,1.0473189942805592
80.0,5.0,7.5,4.0,4.0,4.0,9.6,0,0,0,0,0,16.0,16.0,0.06172839506172839,False,False,False,True,2.3608540011180215
75.0,4.5,5.5,3.0,3.0,3.0,4.3,1,1,1,1,1,18.75,18.75,0.05921052631578947,False,True,False,True,1.667706820558076
84.0,6.0,6.0,1.0,2.0,1.5,2.85,0,0,0,0,0,28.0,33.6,0.07058823529411765,False,False,False,True,1.3480731482996928
28.0,2.6,5.5,4.0,2.0,3.0,5.0,0,1,0,0,0,9.333333333333334,7.0,0.0896551724137931,False,False,False,True,1.791759469228055
52.0,4.5,3.5,5.0,3.0,3.0,8.0,1,0,0,1,1,13.0,13.0,0.08490566037735849,False,False,True,False,2.1972245773362196
35.0,4.5,5.5,5.0,4.0,3.0,5.04,1,1,0,0,1,7.0,8.75,0.125,False,False,False,False,1.7984040119467235
78.0,4.5,7.5,3.0,3.0,4.0,8.69,1,0,0,0,0,19.5,15.6,0.056962025316455694,False,False,True,False,2.2710944259026746
41.0,4.5,3.5,2.0,2.0,2.0,2.2,1,0,0,0,0,13.666666666666666,13.666666666666666,0.10714285714285714,False,False,False,False,1.1631508098056809
34.0,4.5,5.5,5.0,5.0,3.0,5.25,1,1,0,0,1,5.666666666666667,8.5,0.12857142857142856,False,False,False,False,1.8325814637483102
35.0,4.0,3.5,5.0,3.0,4.0,5.65,0,0,0,0,0,8.75,7.0,0.1111111111111111,False,True,True,False,1.8946168546677629
45.0,4.5,5.5,5.0,5.0,3.0,9.6,1,1,0,0,1,7.5,11.25,0.09782608695652174,False,False,False,False,2.3608540011180215
73.0,4.3,5.5,3.0,3.0,2.0,3.7,0,1,0,0,0,18.25,24.333333333333332,0.058108108108108104,False,False,True,False,1.547562508716013
44.0,4.0,3.5,3.0,5.5,4.0,6.5,0,0,0,0,0,6.769230769230769,8.8,0.08888888888888889,False,False,False,True,2.0149030205422647
125.0,4.5,7.5,1.0,1.5,1.5,6.79,1,0,0,0,0,50.0,50.0,0.03571428571428571,False,True,False,True,2.052840859882657
35.0,4.5,5.5,5.0,4.0,3.0,3.95,1,1,0,0,1,7.0,8.75,0.125,False,False,False,False,1.599387576580599
61.0,5.0,5.5,3.0,3.0,3.0,7.8,0,1,0,0,0,15.25,15.25,0.08064516129032258,False,False,False,True,2.174751721484161
58.0,4.0,5.0,4.0,3.0,3.0,6.5,0,0,0,0,1,14.5,14.5,0.06779661016949153,False,False,False,True,2.0149030205422647
55.0,4.5,5.5,5.0,3.0,3.0,5.9,1,1,0,1,1,13.75,13.75,0.08035714285714286,False,False,False,True,1.9315214116032138
38.0,4.5,5.5,4.0,5.0,3.0,4.5,1,1,0,0,1,6.333333333333333,9.5,0.11538461538461539,False,False,False,False,1.7047480922384253
61.0,4.5,5.5,2.0,1.5,1.5,4.05,1,1,0,0,0,24.4,24.4,0.07258064516129033,True,False,False,False,1.6193882432872684
38.0,4.5,5.5,5.0,3.0,4.0,8.3,1,1,0,0,0,9.5,7.6,0.11538461538461539,False,False,False,True,2.2300144001592104
70.0,5.0,5.5,3.0,3.0,3.0,5.59,0,0,0,0,0,17.5,17.5,0.07042253521126761,False,True,False,True,1.8855533485144158
64.5,4.2,3.5,2.0,2.0,2.0,2.6,0,0,0,0,0,21.5,21.5,0.06412213740458016,False,False,True,False,1.2809338454620642
30.0,4.5,5.5,5.0,3.0,3.0,5.0,1,1,0,0,1,7.5,7.5,0.14516129032258066,False,False,False,True,1.791759469228055
53.0,4.05,5.5,4.0,5.0,5.0,5.9,0,0,0,0,0,8.833333333333334,8.833333333333334,0.075,False,False,True,False,1.9315214116032138
31.0,4.5,5.5,5.0,3.0,3.0,2.25,1,1,0,0,0,7.75,7.75,0.140625,False,True,False,False,1.1786549963416462
78.5,5.2,5.5,3.0,3.0,3.0,7.1,0,1,0,0,0,19.625,19.625,0.06540880503144654,False,False,True,False,2.0918640616783932
65.0,4.0,7.0,4.0,5.0,5.0,7.68,0,0,0,0,0,10.833333333333334,10.833333333333334,0.06060606060606061,False,False,True,False,2.1610215286722587
56.0,4.5,5.5,6.0,3.0,3.0,8.6,1,1,0,1,1,14.0,14.0,0.07894736842105263,False,True,True,False,2.2617630984737906
79.0,4.5,5.5,2.0,4.0,4.0,5.4,1,1,0,0,0,15.8,15.8,0.05625,False,False,False,True,1.8562979903656263
33.0,4.5,5.5,5.0,3.0,3.0,3.85,1,1,0,1,1,8.25,8.25,0.1323529411764706,False,False,False,False,1.5789787049493917
140.0,4.5,5.5,3.0,4.0,4.0,7.5,1,1,0,0,0,28.0,28.0,0.031914893617021274,False,True,False,True,2.1400661634962708
92.0,4.5,7.5,3.0,5.0,3.0,5.2,1,0,1,0,1,15.333333333333334,23.0,0.04838709677419355,False,False,True,False,1.824549292051046
90.0,4.5,5.5,3.0,3.0,3.0,9.3,1,1,1,1,1,22.5,22.5,0.04945054945054945,False,False,False,True,2.33214389523559
42.0,4.5,3.5,4.0,3.0,3.0,7.9,0,0,0,0,0,10.5,10.5,0.10465116279069768,False,False,False,False,2.186051276738094
45.0,4.0,3.5,5.0,5.5,4.0,5.5,0,0,0,0,0,6.923076923076923,9.0,0.08695652173913043,False,False,True,False,1.8718021769015913
60.0,5.0,3.5,5.0,5.5,5.5,10.0,0,0,0,0,0,9.23076923076923,9.23076923076923,0.08196721311475409,False,True,False,True,2.3978952727983707
77.0,4.5,5.0,3.0,4.0,5.0,3.1,1,0,0,0,0,15.4,12.833333333333334,0.057692307692307696,False,False,False,False,1.410986973710262
60.0,4.0,5.5,2.0,5.5,3.0,6.5,0,1,0,0,0,9.23076923076923,15.0,0.06557377049180328,False,False,True,False,2.0149030205422647
32.0,4.2,5.0,5.0,3.0,4.0,4.4,0,0,0,0,0,8.0,6.4,0.1272727272727273,False,False,True,False,1.6863989535702288
42.0,4.0,3.5,5.0,3.0,3.0,3.4,0,0,0,0,0,10.5,10.5,0.09302325581395349,False,False,False,True,1.4816045409242156
33.0,4.5,5.5,5.0,3.0,3.0,4.55,1,1,0,1,1,8.25,8.25,0.1323529411764706,False,False,False,False,1.713797927758343
35.0,4.0,3.5,5.0,3.0,4.0,4.6,0,0,0,0,0,8.75,7.0,0.1111111111111111,False,False,True,False,1.7227665977411035
35.0,4.0,3.5,4.0,3.0,3.0,4.65,0,0,0,0,0,8.75,8.75,0.1111111111111111,False,False,True,False,1.7316555451583497
36.0,4.0,5.0,2.0,2.0,2.0,3.9,0,0,0,0,0,12.0,12.0,0.10810810810810811,False,False,False,False,1.589235205116581
32.0,4.5,5.5,2.0,2.0,3.0,2.35,1,1,0,0,1,10.666666666666666,8.0,0.13636363636363635,False,True,False,True,1.208960345836975
38.0,5.0,5.0,5.0,4.0,4.0,4.8,0,0,0,0,0,7.6,7.6,0.1282051282051282,False,False,False,False,1.7578579175523736
45.0,4.5,5.5,3.0,5.0,4.0,9.3,1,1,0,0,0,7.5,9.0,0.09782608695652174,False,False,False,True,2.33214389523559
30.4,4.5,5.5,4.0,3.0,3.0,3.3,1,1,0,1,1,7.6,7.6,0.14331210191082802,False,False,False,True,1.4586150226995167
50.0,4.5,5.5,5.0,5.0,5.0,6.15,1,1,0,0,0,8.333333333333334,8.333333333333334,0.08823529411764706,False,False,False,True,1.9671123567059163
64.0,3.6,5.0,2.0,2.0,2.0,8.9,0,0,0,0,0,21.333333333333332,21.333333333333332,0.055384615384615386,False,False,False,True,2.2925347571405443
62.0,4.5,3.5,5.0,5.0,5.5,7.2,1,0,0,0,0,10.333333333333334,9.538461538461538,0.07142857142857142,False,False,False,True,2.1041341542702074
60.0,4.5,5.5,4.0,5.5,5.5,4.0,1,1,0,0,0,9.23076923076923,9.23076923076923,0.07377049180327869,False,False,False,True,1.6094379124341003
56.0,4.5,6.0,2.0,2.0,2.0,3.95,1,0,0,0,0,18.666666666666668,18.666666666666668,0.07894736842105263,False,False,True,False,1.599387576580599
95.0,5.0,7.5,3.0,4.0,3.0,5.35,0,0,0,0,0,19.0,23.75,0.052083333333333336,False,False,False,True,1.8484548129046001
100.0,4.5,5.5,5.0,5.5,5.5,6.0,1,1,0,0,0,15.384615384615385,15.384615384615385,0.04455445544554455,False,True,False,True,1.9459101490553132
120.0,4.0,7.5,3.0,3.0,3.0,8.5,0,0,1,1,1,30.0,30.0,0.03305785123966942,False,False,False,True,2.2512917986064953
55.0,4.0,5.0,4.0,4.0,4.0,5.8,0,0,0,0,0,11.0,11.0,0.07142857142857142,False,False,True,False,1.916922612182061
59.1,4.0,5.5,3.0,3.0,3.0,6.5,0,1,0,1,1,14.775,14.775,0.06655574043261231,False,False,False,True,2.0149030205422647
89.3,4.5,7.5,3.0,3.0,2.0,7.95,1,0,0,0,0,22.325,29.766666666666666,0.04983388704318937,False,False,False,False,2.191653532286764
38.0,5.1,3.5,3.0,3.0,3.0,3.3,0,0,0,0,0,9.5,9.5,0.13076923076923075,False,False,True,False,1.4586150226995167
48.0,6.5,5.5,3.0,3.0,3.0,6.5,0,1,0,0,0,12.0,12.0,0.1326530612244898,False,False,False,False,2.0149030205422647
90.0,4.5,5.5,3.0,3.0,3.0,1.4,1,1,1,1,1,22.5,22.5,0.04945054945054945,False,True,False,True,0.8754687373538999
38.0,4.5,5.5,4.0,4.0,3.0,2.2,1,1,0,0,0,7.6,9.5,0.11538461538461539,False,False,True,False,1.1631508098056809
41.5,4.5,5.5,4.0,3.0,3.0,5.2,1,1,0,1,1,10.375,10.375,0.10588235294117647,False,False,False,True,1.824549292051046
68.0,3.8,6.0,2.0,3.0,2.0,5.95,0,0,0,0,0,17.0,22.666666666666668,0.05507246376811594,False,False,True,False,1.9387416595767009
68.0,4.5,4.0,2.0,2.0,2.0,6.3,1,0,0,0,0,22.666666666666668,22.666666666666668,0.06521739130434782,False,False,False,True,1.9878743481543455
52.0,4.5,7.5,4.0,4.0,4.0,5.85,1,0,0,0,0,10.4,10.4,0.08490566037735849,False,False,False,True,1.9242486522741338
58.0,4.0,5.0,3.0,3.0,3.0,3.95,0,0,0,0,0,14.5,14.5,0.06779661016949153,False,False,True,False,1.599387576580599
38.0,4.5,5.5,3.0,2.0,2.0,3.5,1,1,0,0,0,12.666666666666666,12.666666666666666,0.11538461538461539,False,False,False,True,1.5040773967762742
56.0,4.5,5.5,3.0,4.0,3.0,4.5,1,1,0,0,0,11.2,14.0,0.07894736842105263,False,False,False,True,1.7047480922384253
40.0,4.5,6.0,3.0,4.0,3.0,2.2,1,0,0,0,0,8.0,10.0,0.10975609756097561,False,False,False,False,1.1631508098056809
140.0,5.0,7.5,3.0,3.0,2.0,1.75,0,0,1,0,0,35.0,46.666666666666664,0.03546099290780142,False,False,False,True,1.0116009116784799
96.0,4.8,5.5,3.0,3.0,3.0,1.5,0,1,1,1,1,24.0,24.0,0.049484536082474224,False,True,False,True,0.9162907318741551
63.0,4.5,5.5,4.0,5.0,4.0,7.8,1,1,0,0,0,10.5,12.6,0.0703125,False,True,False,True,2.174751721484161
140.0,6.5,7.5,2.0,4.0,4.0,8.1,0,0,0,0,0,28.0,28.0,0.04609929078014184,True,False,False,True,2.2082744135228043
35.0,4.5,5.5,5.0,4.0,3.0,3.45,1,1,0,0,0,7.0,8.75,0.125,False,False,False,False,1.4929040961781488
20.0,2.8,5.5,4.0,2.0,3.0,3.6,0,1,0,0,0,6.666666666666667,5.0,0.13333333333333333,False,False,True,False,1.5260563034950492
69.4,6.5,4.0,2.0,3.0,2.0,4.7,0,0,0,0,0,17.35,23.133333333333336,0.09232954545454544,False,False,False,True,1.7404661748405046
86.4,4.5,5.5,1.0,2.0,1.5,7.7,1,1,0,0,0,28.8,34.56,0.051487414187643014,False,False,True,False,2.163323025660538
59.5,4.5,4.0,5.0,4.0,4.0,7.95,1,0,0,0,0,11.9,11.9,0.0743801652892562,False,False,True,False,2.191653532286764
67.5,4.5,7.5,4.0,4.0,4.0,4.9,0,0,0,0,0,13.5,13.5,0.06569343065693431,False,False,False,True,1.7749523509116738
38.0,4.5,5.5,4.0,4.0,3.0,4.3,1,1,0,0,0,7.6,9.5,0.11538461538461539,False,False,False,False,1.667706820558076
47.5,3.5,3.5,3.0,3.0,3.0,1.98,0,0,0,0,0,11.875,11.875,0.07216494845360824,False,False,False,True,1.091923300517313
56.0,4.5,5.5,3.0,4.0,3.0,2.62,1,1,0,0,0,11.2,14.0,0.07894736842105263,False,True,False,True,1.2864740258376797
52.0,4.5,5.5,3.0,3.0,3.0,8.9,1,1,0,1,1,13.0,13.0,0.08490566037735849,False,True,False,True,2.2925347571405443
60.0,4.5,4.0,3.0,2.0,2.0,6.0,0,0,0,0,0,20.0,20.0,0.07377049180327869,False,False,True,False,1.9459101490553132
35.0,4.5,7.5,3.0,4.0,3.0,2.48,1,0,0,0,0,7.0,8.75,0.125,False,False,True,False,1.247032293786383
46.0,4.5,5.5,4.0,4.0,3.0,6.0,1,1,0,0,0,9.2,11.5,0.09574468085106383,False,True,False,True,1.9459101490553132
40.0,4.5,3.5,2.0,2.0,1.5,4.35,0,0,0,0,0,13.333333333333334,16.0,0.10975609756097561,False,False,False,False,1.6770965609079151
38.0,4.5,3.5,4.0,4.0,3.0,5.9,1,0,0,0,0,7.6,9.5,0.11538461538461539,False,True,False,True,1.9315214116032138
35.0,4.5,3.5,5.0,3.0,3.0,5.45,1,0,0,0,0,8.75,8.75,0.125,False,False,True,False,1.864080130807681
60.0,4.0,7.5,2.0,3.0,2.0,3.35,0,0,0,0,0,15.0,20.0,0.06557377049180328,False,False,True,False,1.4701758451005926
52.5,4.0,6.0,4.0,5.5,5.5,8.6,0,0,0,0,0,8.076923076923077,8.076923076923077,0.07476635514018691,False,False,True,False,2.2617630984737906
45.0,4.5,3.5,5.0,5.5,5.0,9.0,1,0,0,0,0,6.923076923076923,7.5,0.09782608695652174,False,False,True,False,2.302585092994046
37.0,4.5,5.5,3.0,3.0,3.0,5.5,1,1,0,0,0,9.25,9.25,0.11842105263157894,False,False,True,False,1.8718021769015913
42.0,4.0,6.0,5.0,5.5,5.5,6.0,0,0,0,0,0,6.461538461538462,6.461538461538462,0.09302325581395349,False,False,False,False,1.9459101490553132
50.0,4.5,5.5,5.0,4.0,4.0,7.4,1,1,0,0,0,10.0,10.0,0.08823529411764706,False,False,False,False,2.128231705849268
140.0,4.5,5.5,3.0,3.0,3.0,8.0,1,1,1,1,1,35.0,35.0,0.031914893617021274,False,True,False,True,2.1972245773362196
61.7,4.5,5.0,3.0,3.0,3.0,5.8,1,0,1,1,1,15.425,15.425,0.07177033492822966,False,False,False,True,1.916922612182061
