Area,Frontage,Access_Road,Floors,Bedrooms,Bathrooms,Price,Frontage_missing,Access_Road_missing,Floors_missing,Bedrooms_missing,Bathrooms_missing,Area_per_Bedroom,Area_per_Bathroom,Frontage_Area_ratio,Legal_status_Sale contract,Legal_status_Unknown,Furniture_state_Full,Furniture_state_Unknown,Price_log
91.9,6.5,5.0,3.0,3.0,3.0,6.0,0,0,1,1,1,22.975,22.975,0.06996770721205597,False,False,False,True,1.9459101490553132
22.0,2.8,3.5,3.0,2.0,3.0,3.5,0,0,0,0,0,7.333333333333333,5.5,0.1217391304347826,False,False,False,False,1.5040773967762742
44.6,3.2,7.0,4.0,2.0,3.0,7.3,0,0,0,0,0,14.866666666666667,11.15,0.07017543859649122,False,True,False,False,2.1162555148025524
30.0,4.5,5.5,5.0,3.0,4.0,4.5,1,1,0,0,0,7.5,6.0,0.14516129032258066,False,False,True,False,1.7047480922384253
86.0,4.5,5.5,3.0,4.0,3.0,3.6,1,1,0,0,0,17.2,21.5,0.05172413793103448,False,False,True,False,1.5260563034950492
58.6,4.0,5.0,2.0,3.0,4.0,3.45,0,0,0,0,0,14.65,11.72,0.06711409395973154,False,False,True,False,1.4929040961781488
36.0,4.0,5.0,5.0,4.0,4.0,6.3,0,0,0,0,0,7.2,7.2,0.10810810810810811,False,False,True,False,1.9878743481543455
50.0,4.6,6.0,5.0,3.0,5.0,6.8,0,0,0,0,0,12.5,8.333333333333334,0.09019607843137255,False,False,False,False,2.0541237336955462
38.0,3.3,3.5,4.0,4.0,3.0,4.8,0,0,0,0,0,7.6,9.5,0.0846153846153846,False,False,True,False,1.7578579175523736
30.1,4.5,5.5,2.0,2.0,2.0,3.39,1,1,0,0,0,10.033333333333333,10.033333333333333,0.14469453376205788,False,True,False,True,1.4793292270870801
60.0,4.0,5.5,2.0,3.0,2.0,7.2,0,1,0,0,0,15.0,20.0,0.06557377049180328,False,False,False,False,2.1041341542702074
100.0,5.0,7.5,3.0,3.0,3.0,6.1,0,0,1,1,1,25.0,25.0,0.04950495049504951,False,False,False,True,1.9600947840472698
66.0,4.5,6.0,2.0,3.0,3.0,9.2,1,0,0,1,1,16.5,16.5,0.06716417910447761,False,False,False,True,2.322387720290225
60.0,4.0,7.5,3.0,3.0,4.0,3.2,0,0,0,0,0,15.0,12.0,0.06557377049180328,False,False,True,False,1.4350845252893227
100.0,6.5,4.0,1.0,5.5,5.5,9.0,0,0,0,0,0,15.384615384615385,15.384615384615385,0.06435643564356436,False,False,True,False,2.302585092994046
40.0,6.0,4.0,4.0,4.0,4.0,6.7,0,0,0,0,0,8.0,8.0,0.14634146341463414,False,False,False,False,2.0412203288596382
33.0,3.35,3.5,3.0,3.0,3.0,2.4,0,0,0,0,0,8.25,8.25,0.09852941176470588,False,False,False,False,1.2237754316221157
90.0,6.0,7.5,3.0,3.0,3.0,10.0,0,0,1,1,1,22.5,22.5,0.06593406593406594,False,True,False,True,2.3978952727983707
126.0,4.5,7.5,3.0,3.0,3.0,10.0,1,0,1,1,1,31.5,31.5,0.03543307086614173,False,False,False,True,2.3978952727983707
24.0,4.5,3.5,4.0,3.0,4.0,6.9,1,0,0,0,0,6.0,4.8,0.18,False,False,False,True,2.066862759472976
33.0,3.3,4.0,4.0,4.0,3.0,6.15,0,0,0,0,0,6.6,8.25,0.09705882352941175,False,False,True,False,1.9671123567059163
63.2,4.5,5.0,1.0,2.0,2.0,4.5,0,0,0,0,0,21.066666666666666,21.066666666666666,0.07009345794392523,False,False,False,False,1.7047480922384253
45.0,4.4,4.0,4.0,5.0,3.0,5.6,0,0,0,0,0,7.5,11.25,0.09565217391304348,False,False,True,False,1.8870696490323797
45.0,4.0,3.5,5.0,4.0,4.0,5.8,0,0,0,0,0,9.0,9.0,0.08695652173913043,False,False,True,False,1.916922612182061
60.0,4.0,6.0,3.0,3.0,3.0,3.0,0,0,0,0,1,15.0,15.0,0.06557377049180328,False,True,False,True,1.3862943611198906
64.0,3.6,6.0,2.0,2.0,2.0,5.0,0,0,0,0,0,21.333333333333332,21.333333333333332,0.055384615384615386,False,False,False,False,1.791759469228055
36.0,4.0,3.5,5.0,3.0,4.0,4.8,0,0,0,0,0,9.0,7.2,0.10810810810810811,False,False,True,False,1.7578579175523736
61.0,4.3,6.0,4.0,3.0,3.0,5.3,0,0,0,1,1,15.25,15.25,0.06935483870967742,False,False,False,True,1.840549633397487
115.0,4.5,5.5,3.0,5.0,5.0,4.2,1,1,1,0,0,19.166666666666668,19.166666666666668,0.03879310344827586,False,True,False,True,1.6486586255873816
36.0,4.5,5.5,5.0,4.0,4.0,5.2,1,1,0,0,0,7.2,7.2,0.12162162162162163,False,False,True,False,1.824549292051046
140.0,5.0,5.5,1.0,3.0,3.0,2.4,0,1,0,0,1,35.0,35.0,0.03546099290780142,False,True,False,True,1.2237754316221157
73.1,4.5,7.5,3.0,4.0,3.0,8.4,1,0,0,0,0,14.62,18.275,0.06072874493927126,False,False,False,True,2.2407096892759584
60.0,4.5,5.5,1.0,3.0,3.0,9.3,1,0,0,1,1,15.0,15.0,0.07377049180327869,False,False,True,False,2.33214389523559
48.0,4.0,4.0,3.0,3.0,3.0,3.45,0,0,1,1,1,12.0,12.0,0.08163265306122448,False,True,False,True,1.4929040961781488
35.0,4.5,5.5,5.0,4.0,4.0,8.2,1,1,0,0,0,7.0,7.0,0.125,False,False,False,False,2.2192034840549946
140.0,6.5,5.5,3.0,3.0,3.0,2.28,0,1,1,1,1,35.0,35.0,0.04609929078014184,False,True,False,True,1.1878434223960523
34.0,4.5,3.5,4.0,4.0,3.0,3.65,1,0,0,0,1,6.8,8.5,0.12857142857142856,False,True,False,True,1.536867219599265
33.0,4.5,5.5,3.0,3.0,3.0,5.26,1,1,1,1,1,8.25,8.25,0.1323529411764706,False,False,True,False,1.8341801851120072
32.0,3.5,5.5,5.0,3.0,3.0,4.49,0,1,0,1,1,8.0,8.0,0.10606060606060606,False,False,True,False,1.7029282555214393
100.0,5.0,7.0,4.0,5.5,5.5,8.5,0,0,0,0,0,15.384615384615385,15.384615384615385,0.04950495049504951,False,False,True,False,2.2512917986064953
45.0,4.5,5.5,3.0,4.0,3.0,6.29,1,1,1,0,1,9.0,11.25,0.09782608695652174,False,True,False,True,1.986503546020567
60.0,4.5,6.0,3.0,3.0,3.0,4.3,1,0,0,0,0,15.0,15.0,0.07377049180327869,False,False,False,False,1.667706820558076
140.0,4.5,5.5,2.0,3.0,3.0,6.11,1,1,0,0,0,35.0,35.0,0.031914893617021274,True,False,False,True,1.9615022438151495
38.0,4.5,3.5,3.0,3.0,3.0,5.65,1,0,1,0,1,9.5,9.5,0.11538461538461539,False,False,False,True,1.8946168546677629
114.0,6.0,7.5,4.0,5.0,5.0,9.76,0,0,0,0,0,19.0,19.0,0.05217391304347826,True,False,False,True,2.3758355547336385
66.0,4.5,7.5,1.0,2.0,3.0,3.1,1,0,0,0,1,22.0,16.5,0.06716417910447761,False,False,False,True,1.410986973710262
62.0,5.0,7.5,2.0,3.0,3.0,2.95,0,0,0,0,0,15.5,15.5,0.07936507936507936,False,False,True,False,1.3737155789130306
110.0,5.0,7.0,1.0,3.0,2.0,3.19,0,0,0,0,0,27.5,36.666666666666664,0.04504504504504504,False,False,False,True,1.4327007339340463
45.0,4.5,3.5,3.0,5.0,3.0,5.8,1,0,1,0,1,7.5,11.25,0.09782608695652174,False,False,False,True,1.916922612182061
39.0,3.0,5.5,4.0,3.0,3.0,6.3,0,1,0,0,0,9.75,9.75,0.075,False,False,True,False,1.9878743481543455
52.0,3.9,5.5,5.0,5.0,5.0,9.95,0,1,0,0,0,8.666666666666666,8.666666666666666,0.07358490566037736,False,True,False,True,2.3933394562625097
38.6,4.5,5.5,3.0,3.0,3.0,3.3,1,1,1,1,1,9.65,9.65,0.11363636363636363,False,True,False,True,1.4586150226995167
40.0,3.4,5.0,3.0,3.0,3.0,4.5,0,0,1,1,1,10.0,10.0,0.08292682926829269,False,True,False,True,1.7047480922384253
94.4,6.0,4.0,2.0,2.0,2.0,3.6,0,0,0,0,0,31.46666666666667,31.46666666666667,0.06289308176100629,False,False,False,False,1.5260563034950492
35.0,4.5,5.5,4.0,3.0,3.0,5.1,1,1,0,0,0,8.75,8.75,0.125,False,False,False,False,1.8082887711792655
90.0,4.5,5.5,3.0,3.0,3.0,9.8,1,1,1,1,1,22.5,22.5,0.04945054945054945,False,False,False,True,2.379546134130174
75.0,4.5,7.5,3.0,4.0,4.0,8.2,0,0,0,0,0,15.0,15.0,0.05921052631578947,False,False,True,False,2.2192034840549946
60.7,6.5,7.5,4.0,4.0,4.0,6.15,0,0,0,0,0,12.14,12.14,0.1053484602917342,False,False,False,False,1.9671123567059163
35.0,3.8,5.5,4.0,4.0,3.0,3.64,0,1,0,0,0,7.0,8.75,0.10555555555555556,False,False,True,False,1.534714366238164
48.0,4.5,5.5,5.0,4.0,4.0,6.8,1,1,0,0,0,9.6,9.6,0.09183673469387756,False,False,True,False,2.0541237336955462
48.0,4.5,4.0,4.0,5.5,5.5,4.8,1,0,0,0,0,7.384615384615385,7.384615384615385,0.09183673469387756,False,False,True,False,1.7578579175523736
35.0,3.5,7.5,4.0,4.0,3.0,5.8,0,0,0,0,0,7.0,8.75,0.09722222222222222,False,False,False,False,1.916922612182061
48.0,4.0,7.5,3.0,3.0,3.0,2.6,0,0,0,0,0,12.0,12.0,0.08163265306122448,False,False,True,False,1.2809338454620642
76.0,4.5,5.5,3.0,4.0,5.0,6.3,1,1,0,0,0,15.2,12.666666666666666,0.05844155844155844,False,False,True,False,1.9878743481543455
66.0,4.5,5.5,3.0,3.0,3.0,4.95,1,1,0,1,1,16.5,16.5,0.06716417910447761,False,True,False,True,1.7833912195575383
74.0,5.0,5.5,3.0,4.0,5.0,6.8,0,1,0,0,0,14.8,12.333333333333334,0.06666666666666667,False,False,True,False,2.0541237336955462
45.0,4.2,5.5,5.0,5.5,5.0,7.5,0,1,0,0,0,6.923076923076923,7.5,0.09130434782608696,False,False,False,True,2.1400661634962708
52.0,4.5,5.5,5.0,3.0,3.0,9.0,0,1,0,1,1,13.0,13.0,0.08490566037735849,False,False,True,False,2.302585092994046
34.0,4.5,3.5,4.0,3.0,3.0,6.1,1,0,0,0,0,8.5,8.5,0.12857142857142856,False,False,False,True,1.9600947840472698
52.0,4.5,5.5,3.0,3.0,3.0,4.45,1,1,1,1,1,13.0,13.0,0.08490566037735849,False,True,False,True,1.6956156086751528
50.0,6.0,5.5,4.0,4.0,4.0,9.8,0,1,0,0,0,10.0,10.0,0.11764705882352941,False,False,True,False,2.379546134130174
82.2,4.5,5.5,3.0,4.0,5.5,8.9,1,1,0,0,0,16.44,12.646153846153847,0.05408653846153846,False,False,True,False,2.2925347571405443
96.39,5.0,5.5,3.0,3.0,3.0,7.3,0,1,1,1,1,24.0975,24.0975,0.05133997330321388,False,False,False,False,2.1162555148025524
55.0,4.5,5.0,3.0,4.0,5.0,5.95,1,0,0,0,0,11.0,9.166666666666666,0.08035714285714286,False,False,False,True,1.9387416595767009
48.0,4.5,5.5,4.0,4.0,3.0,8.6,1,1,0,0,0,9.6,12.0,0.09183673469387756,False,False,False,True,2.2617630984737906
78.0,6.5,7.5,1.0,1.5,1.5,10.0,0,0,0,0,0,31.2,31.2,0.08227848101265822,False,False,False,True,2.3978952727983707
72.0,4.5,7.0,2.0,3.0,3.0,6.9,1,0,0,1,1,18.0,18.0,0.06164383561643835,False,True,False,True,2.066862759472976
60.0,4.5,5.5,1.0,3.0,3.0,6.0,1,1,0,1,1,15.0,15.0,0.07377049180327869,False,True,False,True,1.9459101490553132
80.0,4.0,7.5,2.0,3.0,2.0,4.6,0,0,0,0,0,20.0,26.666666666666668,0.04938271604938271,False,False,False,True,1.7227665977411035
89.0,4.4,7.5,2.0,3.0,3.0,7.85,0,0,0,1,0,22.25,22.25,0.04888888888888889,False,True,False,True,2.180417459019838
100.0,5.0,5.5,3.0,4.0,4.0,7.5,0,1,0,0,0,20.0,20.0,0.04950495049504951,False,False,True,False,2.1400661634962708
64.0,4.5,5.5,3.0,5.5,3.0,5.5,1,1,1,0,1,9.846153846153847,16.0,0.06923076923076923,False,True,False,True,1.8718021769015913
40.0,6.5,4.0,5.0,3.0,4.0,7.55,0,0,0,0,0,10.0,8.0,0.15853658536585366,False,False,True,False,2.145931282948669
34.0,3.4,5.5,4.0,3.0,3.0,5.35,0,1,0,1,1,8.5,8.5,0.09714285714285714,False,False,False,True,1.8484548129046001
88.7,4.0,5.0,5.0,5.0,5.0,9.2,0,0,0,0,0,14.783333333333333,14.783333333333333,0.04459308807134894,False,False,False,True,2.322387720290225
92.0,4.5,5.0,3.0,3.0,3.0,7.5,1,0,1,1,1,23.0,23.0,0.04838709677419355,False,True,False,True,2.1400661634962708
58.0,4.0,6.0,1.0,2.0,2.0,9.2,0,0,0,0,0,19.333333333333332,19.333333333333332,0.06779661016949153,False,False,False,True,2.322387720290225
32.0,4.5,3.5,3.0,3.0,3.0,4.78,1,0,0,0,0,8.0,8.0,0.13636363636363635,False,False,False,True,1.7544036826842861
87.5,4.5,5.5,4.0,3.0,3.0,5.6,1,1,0,1,1,21.875,21.875,0.05084745762711865,False,False,False,True,1.8870696490323797
81.8,5.0,3.5,1.0,2.0,1.5,5.6,0,0,0,0,0,27.266666666666666,32.72,0.060386473429951695,False,False,False,True,1.8870696490323797
32.0,4.5,5.5,5.0,3.0,4.0,5.8,1,1,0,0,0,8.0,6.4,0.13636363636363635,False,True,True,False,1.916922612182061
40.0,4.5,5.5,4.0,4.0,4.0,6.5,1,1,0,0,0,8.0,8.0,0.10975609756097561,False,False,True,False,2.0149030205422647
32.0,3.4,3.5,5.0,3.0,4.0,4.85,0,0,0,0,0,8.0,6.4,0.10303030303030303,False,False,False,False,1.766441661243765
50.0,4.5,5.5,4.0,4.0,3.0,7.0,1,1,0,0,0,10.0,12.5,0.08823529411764706,False,False,True,False,2.0794415416798357
90.0,5.0,4.0,1.0,2.0,1.5,6.5,0,0,0,0,0,30.0,36.0,0.054945054945054944,False,False,False,True,2.0149030205422647
100.0,5.0,7.5,3.0,2.0,2.0,1.65,0,0,1,0,0,33.333333333333336,33.333333333333336,0.04950495049504951,False,False,False,False,0.9745596399981308
77.0,5.0,7.5,3.0,2.0,1.5,8.75,0,0,1,0,0,25.666666666666668,30.8,0.0641025641025641,False,False,True,False,2.277267285009756
32.0,4.5,5.5,5.0,3.0,3.0,3.65,1,1,0,0,0,8.0,8.0,0.13636363636363635,False,False,False,True,1.536867219599265
34.0,4.5,3.5,3.0,3.0,3.0,2.13,1,0,0,0,0,8.5,8.5,0.12857142857142856,False,False,False,False,1.1410330045520618
55.0,4.0,5.5,4.0,4.0,4.0,6.2,0,1,0,0,0,11.0,11.0,0.07142857142857142,False,False,True,False,1.9740810260220096
70.0,5.92,4.0,4.0,4.0,4.0,8.3,0,0,0,0,0,14.0,14.0,0.08338028169014085,False,False,False,True,2.2300144001592104
60.0,5.29,7.5,5.0,4.0,5.0,10.0,0,0,0,0,0,12.0,10.0,0.08672131147540983,False,False,False,True,2.3978952727983707
75.0,5.0,7.5,3.0,4.0,3.0,6.8,0,0,0,0,0,15.0,18.75,0.06578947368421052,False,True,True,False,2.0541237336955462
37.0,6.5,3.5,7.0,5.5,5.5,9.5,0,0,0,0,0,5.6923076923076925,5.6923076923076925,0.17105263157894737,False,False,True,False,2.3513752571634776
70.0,4.0,6.0,2.0,2.0,3.0,9.5,0,0,0,0,0,23.333333333333332,17.5,0.056338028169014086,False,False,False,False,2.3513752571634776
65.0,4.5,5.5,3.0,3.0,3.0,4.1,1,1,0,0,1,16.25,16.25,0.06818181818181818,False,False,True,False,1.62924053973028
80.4,6.5,7.0,4.0,4.0,5.5,8.9,0,0,0,0,0,16.080000000000002,12.36923076923077,0.07985257985257985,False,False,True,False,2.2925347571405443
49.0,3.0,5.5,2.0,1.5,1.5,3.7,0,1,0,0,0,19.6,19.6,0.06,False,False,False,True,1.547562508716013
40.0,5.0,5.0,6.0,5.0,5.0,10.0,0,0,0,0,0,6.666666666666667,6.666666666666667,0.12195121951219512,False,False,True,False,2.3978952727983707
48.0,4.0,5.5,2.0,3.0,2.0,3.8,0,1,0,0,0,12.0,16.0,0.08163265306122448,False,False,False,True,1.5686159179138452
87.1,4.3,5.5,3.0,5.0,5.0,7.0,0,1,0,0,0,14.516666666666666,14.516666666666666,0.04880817253121453,False,False,False,False,2.0794415416798357
75.0,4.5,5.5,3.0,4.0,3.0,8.0,1,1,0,0,0,15.0,18.75,0.05921052631578947,False,False,False,True,2.1972245773362196
48.0,3.0,3.5,2.0,2.0,2.0,3.3,0,0,0,0,0,16.0,16.0,0.061224489795918366,False,False,True,False,1.4586150226995167
33.0,4.0,3.5,5.0,4.0,4.0,4.8,0,0,0,0,0,6.6,6.6,0.11764705882352941,False,False,True,False,1.7578579175523736
50.0,4.5,5.5,5.0,5.5,5.0,7.5,0,1,0,0,0,7.6923076923076925,8.333333333333334,0.08823529411764706,False,False,False,True,2.1400661634962708
72.0,4.5,5.5,3.0,3.0,4.0,5.7,1,1,0,0,0,18.0,14.4,0.06164383561643835,False,True,False,True,1.9021075263969205
110.0,5.5,5.0,1.0,2.0,1.5,2.8,0,0,0,0,0,36.666666666666664,44.0,0.04954954954954955,False,False,False,True,1.33500106673234
88.0,4.5,5.5,4.0,4.0,4.0,8.35,1,1,0,0,0,17.6,17.6,0.05056179775280899,False,False,False,True,2.2353763433005955
42.0,4.5,5.5,3.0,3.0,3.0,4.7,1,1,0,1,1,10.5,10.5,0.10465116279069768,False,True,False,True,1.7404661748405046
60.0,4.5,5.5,2.0,2.0,2.0,1.19,1,1,0,0,0,20.0,20.0,0.07377049180327869,False,False,False,True,0.7839015438284094
53.0,4.5,5.5,5.0,5.5,4.0,6.4,1,1,0,0,0,8.153846153846153,10.6,0.08333333333333333,False,False,True,False,2.0014800002101243
4.0,6.5,5.5,3.0,3.0,3.0,6.4,0,1,0,0,0,1.0,1.0,1.3,False,False,False,True,2.0014800002101243
35.0,4.2,5.0,5.0,3.0,4.0,5.2,0,0,0,0,0,8.75,7.0,0.11666666666666667,False,False,True,False,1.824549292051046
65.0,5.2,5.5,2.0,3.0,3.0,7.15,0,1,0,1,1,16.25,16.25,0.0787878787878788,False,False,False,True,2.0980179272527715
46.0,4.5,3.5,5.0,4.0,5.0,5.5,0,0,0,0,0,9.2,7.666666666666667,0.09574468085106383,False,False,True,False,1.8718021769015913
39.0,5.3,5.5,7.0,5.5,3.0,7.95,0,1,0,0,1,6.0,9.75,0.1325,False,False,False,True,2.191653532286764
115.0,4.5,5.5,2.0,2.0,2.0,6.9,1,1,0,0,0,38.333333333333336,38.333333333333336,0.03879310344827586,True,False,False,True,2.066862759472976
96.0,4.5,5.5,1.0,3.0,3.0,2.85,1,1,0,0,0,24.0,24.0,0.04639175257731959,False,False,False,False,1.3480731482996928
35.0,4.0,4.0,2.0,2.0,2.0,2.0,0,0,0,0,0,11.666666666666666,11.666666666666666,0.1111111111111111,False,False,True,False,1.0986122886681098
79.8,4.2,5.0,3.0,1.5,1.5,2.85,0,0,0,0,0,31.919999999999998,31.919999999999998,0.051980198019801985,False,False,False,False,1.3480731482996928
71.0,4.0,5.5,2.0,2.0,3.0,6.4,0,1,0,0,0,23.666666666666668,17.75,0.05555555555555555,False,False,False,True,2.0014800002101243
92.0,5.0,7.5,3.0,5.0,4.0,6.48,0,0,0,0,0,15.333333333333334,18.4,0.053763440860215055,False,False,True,False,2.012232791986386
112.5,4.5,5.5,5.0,4.0,4.0,7.0,1,1,0,0,0,22.5,22.5,0.039647577092511016,False,True,False,True,2.0794415416798357
112.5,6.5,5.5,5.0,3.0,3.0,10.0,0,1,0,1,1,28.125,28.125,0.05726872246696035,False,False,False,True,2.3978952727983707
66.0,4.5,7.5,4.0,4.0,4.0,6.79,1,0,0,0,0,13.2,13.2,0.06716417910447761,False,False,True,False,2.052840859882657
50.0,4.0,5.5,3.0,3.0,3.0,5.1,0,1,1,1,1,12.5,12.5,0.0784313725490196,False,False,False,True,1.8082887711792655
30.71,4.03,7.5,2.0,2.0,2.0,4.2,0,0,0,0,0,10.236666666666666,10.236666666666666,0.12708924629454432,False,False,True,False,1.6486586255873816
72.0,4.5,6.0,4.0,3.0,3.0,7.5,1,0,0,1,1,18.0,18.0,0.06164383561643835,False,False,False,True,2.1400661634962708
43.0,4.3,3.5,5.0,4.0,4.0,5.6,0,0,0,0,0,8.6,8.6,0.09772727272727272,False,False,False,False,1.8870696490323797
100.0,5.0,6.0,1.0,3.0,2.0,2.2,0,0,0,0,0,25.0,33.333333333333336,0.04950495049504951,False,False,False,False,1.1631508098056809
50.1,4.5,6.0,4.0,3.0,4.0,7.5,1,0,0,0,0,12.525,10.02,0.08806262230919765,False,False,False,False,2.1400661634962708
48.0,4.1,3.5,5.0,4.0,4.0,7.2,0,0,0,0,0,9.6,9.6,0.08367346938775509,False,False,True,False,2.1041341542702074
84.0,4.5,5.5,4.0,4.0,5.0,6.5,1,1,0,0,0,16.8,14.0,0.052941176470588235,False,False,False,False,2.0149030205422647
59.2,4.0,5.5,4.0,4.0,4.0,7.2,0,1,0,0,0,11.84,11.84,0.06644518272425248,False,False,False,False,2.1041341542702074
60.0,4.5,6.0,4.0,4.0,4.0,6.3,1,0,0,0,0,12.0,12.0,0.07377049180327869,False,False,False,False,1.9878743481543455
35.0,4.5,5.5,5.0,3.0,4.0,4.3,1,1,0,0,0,8.75,7.0,0.125,False,False,True,False,1.667706820558076
100.0,6.5,7.5,3.0,4.0,5.0,8.2,0,0,0,0,0,20.0,16.666666666666668,0.06435643564356436,False,False,True,False,2.2192034840549946
52.5,5.0,6.0,2.0,2.0,2.0,3.85,0,0,0,0,0,17.5,17.5,0.09345794392523364,False,False,False,False,1.5789787049493917
40.0,4.5,5.5,2.0,4.0,3.0,2.48,1,1,0,0,0,8.0,10.0,0.10975609756097561,False,False,True,False,1.247032293786383
33.0,4.5,5.5,5.0,4.0,3.0,3.85,1,1,0,0,1,6.6,8.25,0.1323529411764706,False,False,False,True,1.5789787049493917
60.6,4.0,6.0,3.0,3.0,2.0,7.9,0,0,0,0,0,15.15,20.2,0.06493506493506493,False,False,False,True,2.186051276738094
130.0,5.0,7.5,2.0,3.0,3.0,7.95,0,0,0,0,0,32.5,32.5,0.03816793893129771,False,False,True,False,2.191653532286764
31.2,4.5,5.5,5.0,3.0,5.0,3.7,1,1,0,0,0,7.8,5.2,0.13975155279503104,False,True,False,True,1.547562508716013
62.5,4.0,6.0,1.0,1.5,1.5,6.7,0,0,0,0,0,25.0,25.0,0.06299212598425197,False,False,False,True,2.0412203288596382
65.0,4.5,5.5,4.0,4.0,5.0,8.1,1,1,0,0,0,13.0,10.833333333333334,0.06818181818181818,False,False,True,False,2.2082744135228043
111.0,6.5,7.5,2.0,3.0,3.0,6.08,0,0,0,0,0,27.75,27.75,0.05803571428571429,True,False,False,False,1.9572739077056285
43.0,4.5,5.5,5.0,4.0,4.0,7.0,1,1,0,0,0,8.6,8.6,0.10227272727272728,False,False,False,True,2.0794415416798357
81.0,4.5,5.5,3.0,4.0,3.0,7.1,1,1,0,0,1,16.2,20.25,0.054878048780487805,False,True,False,True,2.0918640616783932
117.0,6.0,7.5,3.0,4.0,4.0,6.39,0,0,0,0,0,23.4,23.4,0.05084745762711865,False,True,False,False,2.0001277349601105
91.0,4.0,6.0,2.0,2.0,3.0,6.5,0,0,0,0,0,30.333333333333332,22.75,0.043478260869565216,False,False,False,False,2.0149030205422647
64.6,4.0,5.0,3.0,3.0,3.0,3.9,0,0,1,1,1,16.15,16.15,0.06097560975609757,False,False,False,True,1.589235205116581
65.0,4.5,5.0,3.0,3.0,3.0,7.7,1,0,0,1,1,16.25,16.25,0.06818181818181818,False,True,False,True,2.163323025660538
85.0,4.5,5.5,3.0,3.0,3.0,6.65,1,1,1,1,1,21.25,21.25,0.05232558139534884,False,True,False,True,2.0347056478384444
53.0,4.5,5.5,3.0,3.0,3.0,8.5,1,1,0,1,1,13.25,13.25,0.08333333333333333,False,True,False,True,2.2512917986064953
59.0,6.5,7.5,5.0,5.5,5.5,9.2,0,0,0,0,0,9.076923076923077,9.076923076923077,0.10833333333333334,False,False,True,False,2.322387720290225
99.0,4.5,5.5,3.0,3.0,3.0,9.8,1,1,1,1,1,24.75,24.75,0.045,False,True,False,True,2.379546134130174
50.0,4.0,7.5,5.0,4.0,4.0,9.9,0,0,0,0,0,10.0,10.0,0.0784313725490196,False,False,True,False,2.388762789235098
43.0,4.0,4.0,1.0,2.0,1.5,3.0,0,0,0,0,0,14.333333333333334,17.2,0.09090909090909091,False,False,True,False,1.3862943611198906
40.0,4.0,4.0,3.0,5.5,5.5,4.8,0,0,0,0,0,6.153846153846154,6.153846153846154,0.0975609756097561,False,True,False,True,1.7578579175523736
42.0,4.5,5.5,5.0,3.0,3.0,4.8,1,1,0,1,1,10.5,10.5,0.10465116279069768,True,False,False,True,1.7578579175523736
80.0,4.5,7.5,3.0,3.0,2.0,2.0,1,0,0,0,0,20.0,26.666666666666668,0.05555555555555555,False,False,False,True,1.0986122886681098
66.2,4.0,4.0,4.0,4.0,5.0,8.19,0,0,0,0,0,13.24,11.033333333333333,0.05952380952380952,False,False,True,False,2.2181159363675955
130.5,4.3,5.5,3.0,2.0,3.0,3.9,0,1,1,0,1,43.5,32.625,0.032699619771863114,False,True,False,True,1.589235205116581
48.8,6.0,6.0,3.0,3.0,3.0,6.5,0,0,1,1,1,12.2,12.2,0.12048192771084339,False,False,True,False,2.0149030205422647
57.0,4.5,5.5,2.0,3.0,3.0,6.85,1,1,0,1,1,14.25,14.25,0.07758620689655173,False,True,False,True,2.060513531794317
35.0,4.5,5.5,5.0,3.0,3.0,8.9,0,1,0,1,1,8.75,8.75,0.125,False,False,True,False,2.2925347571405443
40.0,4.5,5.5,2.0,2.0,2.0,4.4,1,1,0,0,0,13.333333333333334,13.333333333333334,0.10975609756097561,False,False,True,False,1.6863989535702288
109.0,5.0,4.0,3.0,4.0,3.0,3.25,0,0,0,0,0,21.8,27.25,0.045454545454545456,False,False,False,False,1.4469189829363254
58.0,4.5,6.0,3.0,3.0,3.0,3.2,1,0,0,0,0,14.5,14.5,0.07627118644067797,False,False,True,False,1.4350845252893227
56.0,4.5,5.5,2.0,3.0,3.0,7.2,1,1,0,0,0,14.0,14.0,0.07894736842105263,False,False,True,False,2.1041341542702074
38.0,4.5,5.5,5.0,3.0,4.0,6.8,1,1,0,0,0,9.5,7.6,0.11538461538461539,False,False,True,False,2.0541237336955462
60.0,4.0,5.0,3.0,3.0,3.0,4.2,0,0,0,0,0,15.0,15.0,0.06557377049180328,False,False,False,False,1.6486586255873816
50.0,6.5,5.5,4.0,5.5,5.5,8.5,0,1,0,0,0,7.6923076923076925,7.6923076923076925,0.12745098039215685,False,False,False,True,2.2512917986064953
38.0,4.5,5.5,6.0,4.0,5.0,6.8,1,1,0,0,0,7.6,6.333333333333333,0.11538461538461539,False,False,True,False,2.0541237336955462
100.0,4.5,5.5,2.0,3.0,2.0,1.68,1,1,0,0,0,25.0,33.333333333333336,0.04455445544554455,False,True,True,False,0.9858167945227653
65.0,5.0,4.5,2.0,3.0,3.0,8.19,0,0,0,0,0,16.25,16.25,0.07575757575757576,False,False,True,False,2.2181159363675955
60.0,4.5,5.5,2.0,3.0,2.0,1.33,1,1,0,0,0,15.0,20.0,0.07377049180327869,False,False,True,False,0.8458682675776092
45.0,4.5,5.5,5.0,5.5,4.0,7.5,1,1,0,0,0,6.923076923076923,9.0,0.09782608695652174,False,False,True,False,2.1400661634962708
45.0,4.5,5.5,4.0,4.0,3.0,8.0,1,1,0,0,0,9.0,11.25,0.09782608695652174,False,False,True,False,2.1972245773362196
