Area,Frontage,Access_Road,Floors,Bedrooms,Bathrooms,Legal_status,Furniture_state,Price,Frontage_missing,Access_Road_missing,Floors_missing,Bedrooms_missing,Bathrooms_missing,Area_per_Bedroom,Area_per_Bathroom,Frontage_Area_ratio
31.0,4.5,5.5,5.0,3.0,4.0,Have certificate,Full,5.68,1,1,0,0,0,7.75,6.2,0.140625
90.0,5.0,7.5,3.0,3.0,3.0,Have certificate,Unknown,5.2,0,0,0,0,1,22.5,22.5,0.054945054945054944
119.0,6.5,7.5,3.0,3.0,4.0,Have certificate,Unknown,6.75,0,0,0,0,0,29.75,23.8,0.05416666666666667
120.0,4.5,7.5,3.0,4.0,4.0,Have certificate,Unknown,6.8,1,0,0,0,0,24.0,24.0,0.0371900826446281
73.0,5.0,5.5,4.0,4.0,5.0,Have certificate,Basic,5.15,0,0,0,0,0,14.6,12.166666666666666,0.06756756756756757
69.0,4.0,6.0,4.0,5.0,5.0,Have certificate,Full,6.2,0,0,0,0,0,11.5,11.5,0.05714285714285714
125.0,5.0,5.0,3.0,2.0,1.5,Unknown,Full,2.7,0,0,1,0,0,41.666666666666664,50.0,0.03968253968253968
52.0,5.0,7.0,4.0,4.0,3.0,Have certificate,Full,6.5,0,0,0,0,0,10.4,13.0,0.09433962264150944
100.0,5.0,5.0,1.0,5.0,5.0,Have certificate,Unknown,2.25,0,0,0,0,0,16.666666666666668,16.666666666666668,0.04950495049504951
75.5,3.6,5.0,5.0,5.0,5.5,Have certificate,Full,8.8,0,0,0,0,0,12.583333333333334,11.615384615384615,0.047058823529411764
100.0,5.0,6.0,4.0,4.0,5.0,Have certificate,Full,8.6,0,0,0,0,0,20.0,16.666666666666668,0.04950495049504951
82.0,4.0,4.0,1.0,2.0,2.0,Have certificate,Full,2.15,0,0,0,0,0,27.333333333333332,27.333333333333332,0.04819277108433735
56.0,4.6,6.0,4.0,4.0,5.0,Have certificate,Full,6.6,0,0,0,0,0,11.2,9.333333333333334,0.0807017543859649
55.3,4.6,6.0,4.0,4.0,3.0,Have certificate,Full,6.5,0,0,0,0,0,11.059999999999999,13.825,0.0817051509769094
42.0,3.7,3.5,5.0,5.5,5.5,Have certificate,Full,7.5,0,0,0,0,0,6.461538461538462,6.461538461538462,0.08604651162790698
91.2,6.5,7.5,4.0,4.0,5.5,Have certificate,Full,9.5,0,0,0,0,0,18.240000000000002,14.03076923076923,0.07049891540130152
90.0,5.0,7.0,4.0,3.0,4.0,Have certificate,Full,8.8,0,0,0,0,0,22.5,18.0,0.054945054945054944
60.0,5.0,3.5,6.0,5.5,5.0,Have certificate,Unknown,8.0,0,0,0,0,0,9.23076923076923,10.0,0.08196721311475409
38.5,4.1,3.5,4.0,3.0,3.0,Have certificate,Full,6.5,0,0,0,0,0,9.625,9.625,0.10379746835443036
55.0,4.5,5.5,3.0,3.0,3.0,Sale contract,Basic,4.0,1,1,1,1,1,13.75,13.75,0.08035714285714286
30.0,4.5,3.5,4.0,4.0,4.0,Have certificate,Full,6.25,1,0,0,0,0,6.0,6.0,0.14516129032258066
100.0,4.5,7.5,3.0,5.5,5.5,Have certificate,Unknown,6.5,1,0,0,0,0,15.384615384615385,15.384615384615385,0.04455445544554455
56.0,4.0,4.0,3.0,3.0,3.0,Have certificate,Basic,6.8,0,0,0,0,0,14.0,14.0,0.07017543859649122
69.6,4.0,5.5,3.0,4.0,3.0,Have certificate,Full,6.15,0,1,0,0,0,13.919999999999998,17.4,0.056657223796034
27.0,4.5,3.5,1.0,1.5,1.5,Have certificate,Unknown,2.6,1,0,0,0,0,10.8,10.8,0.16071428571428573
95.0,6.5,5.5,2.0,5.0,5.0,Have certificate,Full,7.79,0,1,0,0,0,15.833333333333334,15.833333333333334,0.06770833333333333
36.0,4.5,3.5,4.0,3.0,3.0,Have certificate,Full,5.25,1,0,0,1,1,9.0,9.0,0.12162162162162163
33.0,4.5,3.5,4.0,4.0,3.0,Have certificate,Full,4.05,1,0,0,0,0,6.6,8.25,0.1323529411764706
80.0,5.0,7.5,4.0,5.0,5.0,Have certificate,Unknown,6.3,0,0,0,0,0,13.333333333333334,13.333333333333334,0.06172839506172839
40.0,4.0,6.0,2.0,2.0,2.0,Have certificate,Unknown,3.85,0,0,0,0,0,13.333333333333334,13.333333333333334,0.0975609756097561
52.0,4.5,5.5,3.0,3.0,2.0,Have certificate,Unknown,5.6,1,1,0,0,0,13.0,17.333333333333332,0.08490566037735849
90.0,4.0,7.0,4.0,5.0,5.0,Have certificate,Unknown,7.1,0,0,0,0,0,15.0,15.0,0.04395604395604396
50.0,4.5,5.5,1.0,3.0,3.0,Unknown,Unknown,5.1,1,1,0,1,1,12.5,12.5,0.08823529411764706
110.0,6.5,7.5,1.0,3.0,1.5,Have certificate,Unknown,1.59,0,0,0,0,0,27.5,44.0,0.05855855855855856
60.0,4.5,5.5,3.0,3.0,2.0,Have certificate,Basic,9.0,1,1,0,0,0,15.0,20.0,0.07377049180327869
40.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Unknown,4.2,1,1,0,1,1,10.0,10.0,0.10975609756097561
42.0,4.5,5.5,4.0,3.0,3.0,Unknown,Unknown,4.15,1,1,0,1,1,10.5,10.5,0.10465116279069768
140.0,6.5,7.5,2.0,3.0,2.0,Have certificate,Full,2.3,0,0,0,0,0,35.0,46.666666666666664,0.04609929078014184
28.0,2.7,5.5,4.0,3.0,2.0,Have certificate,Full,3.68,0,1,0,0,0,7.0,9.333333333333334,0.09310344827586207
45.0,4.5,5.5,5.0,5.0,5.0,Have certificate,Unknown,4.5,1,1,0,0,0,7.5,7.5,0.09782608695652174
65.8,4.8,3.5,5.0,5.5,4.0,Have certificate,Full,5.0,0,0,0,0,0,10.123076923076923,13.16,0.0718562874251497
35.0,4.8,5.5,4.0,4.0,3.0,Have certificate,Unknown,3.3,0,1,0,0,0,7.0,8.75,0.13333333333333333
30.0,4.35,5.5,4.0,2.0,3.0,Unknown,Unknown,4.1,0,1,0,0,0,10.0,7.5,0.1403225806451613
76.0,4.2,7.5,2.0,3.0,2.0,Have certificate,Basic,2.85,0,0,0,0,0,19.0,25.333333333333332,0.05454545454545455
80.0,4.5,3.5,4.0,5.5,3.0,Have certificate,Full,9.5,1,0,0,0,1,12.307692307692308,20.0,0.05555555555555555
38.0,4.5,5.5,4.0,4.0,3.0,Have certificate,Unknown,9.8,1,1,0,0,1,7.6,9.5,0.11538461538461539
30.0,4.6,5.5,6.0,3.0,3.0,Have certificate,Unknown,5.85,0,1,0,0,1,7.5,7.5,0.14838709677419354
89.0,4.5,5.5,4.0,3.0,3.0,Unknown,Unknown,5.5,1,1,0,1,1,22.25,22.25,0.05
45.0,6.5,3.5,5.0,5.5,5.5,Have certificate,Full,6.9,0,0,0,0,0,6.923076923076923,6.923076923076923,0.14130434782608695
25.0,3.0,3.5,4.0,3.0,3.0,Have certificate,Unknown,3.5,0,0,0,0,0,6.25,6.25,0.11538461538461539
40.0,4.5,5.5,5.0,4.0,3.0,Have certificate,Full,7.6,0,1,0,0,1,8.0,10.0,0.10975609756097561
45.0,4.0,5.5,6.0,5.5,5.5,Have certificate,Full,9.4,0,1,0,0,0,6.923076923076923,6.923076923076923,0.08695652173913043
50.0,4.0,7.5,1.0,1.5,1.5,Have certificate,Unknown,7.7,0,0,0,0,0,20.0,20.0,0.0784313725490196
80.0,5.0,7.5,3.0,3.0,3.0,Have certificate,Full,8.9,0,0,0,0,0,20.0,20.0,0.06172839506172839
50.0,5.0,5.0,5.0,3.0,3.0,Have certificate,Full,8.6,0,0,0,1,1,12.5,12.5,0.09803921568627451
45.0,4.6,5.5,5.0,3.0,3.0,Have certificate,Full,9.9,0,1,0,1,1,11.25,11.25,0.09999999999999999
89.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Unknown,9.3,1,1,0,0,0,22.25,22.25,0.05
52.0,4.5,5.0,2.0,2.0,2.0,Have certificate,Unknown,1.99,1,0,0,0,0,17.333333333333332,17.333333333333332,0.08490566037735849
45.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Unknown,4.7,1,1,0,1,1,11.25,11.25,0.09782608695652174
35.0,4.0,3.5,5.0,4.0,4.0,Have certificate,Full,5.0,0,0,0,0,0,7.0,7.0,0.1111111111111111
20.0,6.5,7.5,4.0,3.0,3.0,Have certificate,Full,3.68,0,0,0,0,0,5.0,5.0,0.30952380952380953
48.0,4.0,7.5,5.0,5.5,4.0,Have certificate,Full,7.25,0,0,0,0,0,7.384615384615385,9.6,0.08163265306122448
50.0,4.5,5.5,6.0,3.0,5.0,Have certificate,Unknown,8.9,1,1,0,0,0,12.5,8.333333333333334,0.08823529411764706
52.0,4.5,5.5,3.0,4.0,4.0,Have certificate,Full,7.0,1,1,0,0,0,10.4,10.4,0.08490566037735849
54.0,4.0,3.5,4.0,4.0,5.0,Have certificate,Unknown,2.99,0,0,0,0,0,10.8,9.0,0.07272727272727272
68.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Full,5.3,1,1,0,0,0,17.0,17.0,0.06521739130434782
138.0,6.0,7.5,4.0,4.0,5.0,Sale contract,Unknown,5.6,0,0,0,0,0,27.6,23.0,0.04316546762589928
40.0,5.0,3.5,4.0,4.0,4.0,Have certificate,Full,6.0,0,0,0,0,0,8.0,8.0,0.12195121951219512
40.0,4.5,5.5,6.0,3.0,3.0,Have certificate,Unknown,6.5,1,1,0,1,1,10.0,10.0,0.10975609756097561
45.0,4.0,4.0,4.0,4.0,4.0,Have certificate,Full,5.5,0,0,0,0,0,9.0,9.0,0.08695652173913043
55.0,4.5,3.5,4.0,4.0,3.0,Have certificate,Full,5.5,1,0,0,0,0,11.0,13.75,0.08035714285714286
65.0,4.0,3.5,3.0,5.5,5.0,Have certificate,Full,8.8,0,0,0,0,0,10.0,10.833333333333334,0.06060606060606061
100.0,4.5,5.5,3.0,4.0,4.0,Unknown,Unknown,3.0,1,1,0,0,0,20.0,20.0,0.04455445544554455
88.0,4.0,4.0,2.0,3.0,2.0,Have certificate,Unknown,4.3,0,0,0,0,0,22.0,29.333333333333332,0.0449438202247191
36.0,3.8,3.5,5.0,5.5,4.0,Have certificate,Full,4.3,0,0,0,0,0,5.538461538461538,7.2,0.1027027027027027
39.0,4.2,3.5,3.0,2.0,3.0,Have certificate,Unknown,3.5,0,0,0,0,0,13.0,9.75,0.10500000000000001
45.0,4.5,7.5,5.0,5.0,5.0,Have certificate,Full,7.5,1,0,0,0,0,7.5,7.5,0.09782608695652174
48.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Basic,4.2,1,1,0,0,0,16.0,16.0,0.09183673469387756
25.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Unknown,3.4,1,1,1,1,1,6.25,6.25,0.17307692307692307
94.0,5.0,4.0,2.0,3.0,2.0,Have certificate,Full,3.7,0,0,0,0,0,23.5,31.333333333333332,0.05263157894736842
40.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Basic,4.6,1,1,0,1,1,10.0,10.0,0.10975609756097561
90.0,5.0,7.5,3.0,3.0,3.0,Have certificate,Full,6.5,0,0,0,0,0,22.5,22.5,0.054945054945054944
65.0,4.0,7.5,4.0,3.0,5.0,Have certificate,Unknown,10.0,0,0,0,0,0,16.25,10.833333333333334,0.06060606060606061
100.0,5.0,7.5,2.0,3.0,3.0,Have certificate,Full,5.8,0,0,0,0,0,25.0,25.0,0.04950495049504951
140.0,6.5,6.0,2.0,3.0,2.0,Have certificate,Basic,8.9,0,0,0,0,0,35.0,46.666666666666664,0.04609929078014184
90.0,5.0,5.5,2.0,3.0,2.0,Have certificate,Full,6.6,0,0,0,0,0,22.5,30.0,0.054945054945054944
50.0,3.7,3.5,5.0,5.5,3.0,Have certificate,Unknown,7.5,0,0,0,0,1,7.6923076923076925,12.5,0.07254901960784314
68.0,4.0,6.0,3.0,4.0,3.0,Have certificate,Unknown,5.5,0,0,0,0,0,13.6,17.0,0.057971014492753624
55.0,6.5,5.0,5.0,4.0,3.0,Have certificate,Full,9.49,0,0,0,0,0,11.0,13.75,0.11607142857142858
87.0,6.0,5.0,2.0,3.0,2.0,Have certificate,Full,6.0,0,0,0,0,0,21.75,29.0,0.06818181818181818
27.0,3.0,5.0,2.0,2.0,2.0,Sale contract,Basic,1.38,0,0,0,0,0,9.0,9.0,0.10714285714285714
36.0,5.8,4.0,6.0,3.0,3.0,Unknown,Full,7.4,0,0,0,0,0,9.0,9.0,0.15675675675675677
28.0,3.5,5.0,2.0,2.0,1.5,Have certificate,Basic,1.3,0,0,0,0,0,9.333333333333334,11.2,0.1206896551724138
100.0,5.0,5.5,3.0,3.0,4.0,Unknown,Full,5.7,0,1,1,0,0,25.0,20.0,0.04950495049504951
60.0,4.0,7.0,2.0,2.0,2.0,Have certificate,Full,3.68,0,0,0,0,0,20.0,20.0,0.06557377049180328
88.0,4.0,7.5,3.0,5.5,5.5,Have certificate,Full,8.0,0,0,0,0,0,13.538461538461538,13.538461538461538,0.0449438202247191
40.0,4.5,5.5,4.0,3.0,3.0,Unknown,Unknown,7.5,1,1,0,0,0,10.0,10.0,0.10975609756097561
64.0,4.0,6.0,3.0,4.0,4.0,Have certificate,Full,6.48,0,0,0,0,0,12.8,12.8,0.06153846153846154
57.0,4.5,5.5,6.0,3.0,5.0,Have certificate,Unknown,9.7,1,1,0,0,0,14.25,9.5,0.07758620689655173
140.0,4.5,6.0,2.0,4.0,3.0,Have certificate,Basic,4.8,1,0,0,0,0,28.0,35.0,0.031914893617021274
140.0,4.5,5.5,3.0,2.0,3.0,Unknown,Unknown,6.5,1,1,1,0,1,46.666666666666664,35.0,0.031914893617021274
69.0,4.6,6.0,2.0,3.0,2.0,Have certificate,Unknown,3.3,0,0,0,0,0,17.25,23.0,0.06571428571428571
44.0,5.0,4.5,4.0,4.0,3.0,Have certificate,Full,9.95,0,0,0,0,0,8.8,11.0,0.1111111111111111
140.0,5.0,7.5,2.0,3.0,2.0,Unknown,Unknown,2.18,0,0,0,0,0,35.0,46.666666666666664,0.03546099290780142
140.0,5.0,7.5,2.0,2.0,2.0,Have certificate,Unknown,2.1,0,0,0,0,0,46.666666666666664,46.666666666666664,0.03546099290780142
140.0,5.0,7.5,3.0,3.0,1.5,Have certificate,Unknown,1.83,0,0,1,0,0,35.0,56.0,0.03546099290780142
140.0,5.0,7.5,2.0,3.0,2.0,Have certificate,Basic,2.3,0,0,0,0,0,35.0,46.666666666666664,0.03546099290780142
132.6,4.5,5.5,2.0,3.0,2.0,Have certificate,Unknown,8.0,1,1,0,0,0,33.15,44.199999999999996,0.033682634730538924
43.0,4.5,5.5,4.0,4.0,3.0,Unknown,Unknown,5.5,1,1,0,0,0,8.6,10.75,0.10227272727272728
58.0,4.5,5.5,5.0,4.0,4.0,Unknown,Unknown,5.8,1,1,0,0,0,11.6,11.6,0.07627118644067797
116.0,4.8,5.5,2.0,5.0,4.0,Have certificate,Unknown,8.7,0,1,0,0,0,19.333333333333332,23.2,0.041025641025641026
61.0,4.0,5.5,3.0,3.0,3.0,Unknown,Unknown,7.9,0,1,0,1,1,15.25,15.25,0.06451612903225806
55.0,4.5,5.5,4.0,4.0,3.0,Have certificate,Full,7.5,1,1,0,0,1,11.0,13.75,0.08035714285714286
82.0,4.5,6.0,3.0,5.0,3.0,Have certificate,Unknown,7.5,0,0,0,0,1,13.666666666666666,20.5,0.05421686746987952
40.0,6.4,5.5,2.0,3.0,2.0,Unknown,Unknown,6.0,0,1,0,0,0,10.0,13.333333333333334,0.15609756097560976
56.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,6.9,1,1,1,1,1,14.0,14.0,0.07894736842105263
44.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,5.1,1,1,1,1,1,11.0,11.0,0.1
35.0,3.3,3.5,4.0,4.0,3.0,Have certificate,Full,5.0,0,0,0,0,0,7.0,8.75,0.09166666666666666
54.0,4.5,4.0,3.0,2.0,2.0,Unknown,Unknown,3.99,1,0,1,0,0,18.0,18.0,0.08181818181818182
33.0,4.5,5.5,5.0,3.0,4.0,Have certificate,Full,3.7,1,1,0,0,0,8.25,6.6,0.1323529411764706
95.0,5.0,7.5,4.0,4.0,5.5,Have certificate,Unknown,9.3,0,0,0,0,0,19.0,14.615384615384615,0.052083333333333336
32.5,2.85,3.5,2.0,2.0,2.0,Have certificate,Unknown,3.4,0,0,0,0,0,10.833333333333334,10.833333333333334,0.08507462686567165
30.0,3.3,4.0,4.0,4.0,2.0,Have certificate,Unknown,4.0,0,0,0,0,0,6.0,10.0,0.1064516129032258
55.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,6.85,1,1,0,1,1,13.75,13.75,0.08035714285714286
140.0,6.5,7.5,1.0,3.0,3.0,Have certificate,Full,1.65,0,0,0,0,0,35.0,35.0,0.04609929078014184
84.0,3.95,4.0,2.0,3.0,2.0,Have certificate,Unknown,4.35,0,0,0,0,0,21.0,28.0,0.04647058823529412
84.0,4.0,5.5,3.0,1.5,1.5,Have certificate,Unknown,5.6,0,1,1,0,0,33.6,33.6,0.047058823529411764
75.0,5.0,5.0,1.0,3.0,3.0,Have certificate,Full,3.05,0,0,0,0,0,18.75,18.75,0.06578947368421052
40.0,4.0,3.5,4.0,3.0,3.0,Have certificate,Unknown,6.2,0,0,0,0,0,10.0,10.0,0.0975609756097561
30.0,4.5,3.5,5.0,3.0,4.0,Have certificate,Full,5.0,1,0,0,0,0,7.5,6.0,0.14516129032258066
79.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Full,6.5,1,1,0,0,0,26.333333333333332,26.333333333333332,0.05625
72.4,4.2,7.5,3.0,4.0,4.0,Have certificate,Unknown,8.85,0,0,0,0,0,14.48,14.48,0.05722070844686648
50.0,4.5,5.5,3.0,4.0,3.0,Have certificate,Full,7.5,1,1,0,0,0,10.0,12.5,0.08823529411764706
81.0,4.5,5.5,2.0,4.0,3.0,Unknown,Unknown,6.8,1,1,0,0,1,16.2,20.25,0.054878048780487805
82.0,4.5,5.5,2.0,3.0,3.0,Unknown,Unknown,6.9,1,1,0,1,1,20.5,20.5,0.05421686746987952
37.0,4.5,5.5,4.0,5.0,3.0,Have certificate,Full,8.4,1,1,0,0,0,6.166666666666667,9.25,0.11842105263157894
69.0,4.2,6.0,1.0,2.0,1.5,Unknown,Unknown,5.2,0,0,0,0,0,23.0,27.6,0.060000000000000005
100.0,4.0,7.5,3.0,3.0,4.0,Have certificate,Full,7.7,0,0,0,0,0,25.0,20.0,0.039603960396039604
43.5,3.0,5.5,3.0,3.0,3.0,Have certificate,Unknown,6.3,0,1,0,0,0,10.875,10.875,0.06741573033707865
41.0,6.0,3.5,4.0,3.0,4.0,Have certificate,Full,3.45,0,0,0,0,0,10.25,8.2,0.14285714285714285
33.0,4.5,5.5,5.0,3.0,4.0,Have certificate,Unknown,4.1,1,1,0,0,0,8.25,6.6,0.1323529411764706
36.0,4.3,5.5,6.0,4.0,5.0,Have certificate,Unknown,9.3,0,1,0,0,0,7.2,6.0,0.11621621621621621
140.0,4.5,5.5,2.0,4.0,4.0,Have certificate,Full,9.5,1,1,0,0,0,28.0,28.0,0.031914893617021274
80.0,4.0,6.0,4.0,4.0,5.0,Have certificate,Full,7.45,0,0,0,0,0,16.0,13.333333333333334,0.04938271604938271
70.0,5.0,3.5,1.0,1.5,1.5,Unknown,Unknown,2.2,0,0,0,0,0,28.0,28.0,0.07042253521126761
76.0,4.2,6.0,4.0,4.0,4.0,Unknown,Basic,5.8,0,0,0,0,0,15.2,15.2,0.05454545454545455
48.0,4.5,5.5,4.0,4.0,3.0,Have certificate,Unknown,5.8,1,1,0,0,0,9.6,12.0,0.09183673469387756
140.0,4.5,7.5,2.0,4.0,2.0,Have certificate,Unknown,2.8,0,0,0,0,0,28.0,46.666666666666664,0.031914893617021274
82.0,4.5,3.5,1.0,1.5,1.5,Have certificate,Basic,2.1,0,0,0,0,0,32.8,32.8,0.05421686746987952
30.0,6.5,7.5,4.0,2.0,3.0,Have certificate,Basic,4.51,0,0,0,0,0,10.0,7.5,0.20967741935483872
55.0,5.0,5.5,4.0,3.0,3.0,Have certificate,Unknown,9.0,0,1,0,1,1,13.75,13.75,0.08928571428571429
50.0,3.5,3.5,4.0,4.0,4.0,Have certificate,Full,8.5,0,0,0,0,0,10.0,10.0,0.06862745098039216
75.0,5.0,6.0,2.0,3.0,3.0,Unknown,Unknown,5.1,0,0,0,0,0,18.75,18.75,0.06578947368421052
45.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Unknown,3.29,1,1,0,0,0,11.25,11.25,0.09782608695652174
33.0,3.2,5.5,4.0,4.0,3.0,Have certificate,Full,4.95,0,1,0,0,0,6.6,8.25,0.09411764705882353
72.0,4.0,5.5,3.0,4.0,4.0,Have certificate,Unknown,6.48,0,1,0,0,0,14.4,14.4,0.0547945205479452
50.0,5.0,4.0,4.0,3.0,3.0,Have certificate,Full,6.9,0,0,0,1,1,12.5,12.5,0.09803921568627451
33.0,4.0,6.0,5.0,4.0,4.0,Have certificate,Full,6.9,0,0,0,0,0,6.6,6.6,0.11764705882352941
49.0,4.5,5.5,5.0,5.5,3.0,Unknown,Unknown,9.0,1,1,0,0,1,7.538461538461538,12.25,0.09
45.0,4.5,5.5,6.0,5.5,5.5,Have certificate,Full,7.9,1,1,0,0,0,6.923076923076923,6.923076923076923,0.09782608695652174
75.0,4.5,5.5,3.0,4.0,5.0,Sale contract,Unknown,8.15,1,1,0,0,0,15.0,12.5,0.05921052631578947
40.0,4.0,3.5,4.0,4.0,3.0,Have certificate,Basic,4.5,0,0,0,0,0,8.0,10.0,0.0975609756097561
40.0,3.5,5.5,5.0,3.0,4.0,Have certificate,Basic,4.0,0,1,0,0,0,10.0,8.0,0.08536585365853659
34.0,4.6,6.0,5.0,4.0,4.0,Have certificate,Full,8.0,0,0,0,0,0,6.8,6.8,0.13142857142857142
40.0,3.5,3.5,4.0,3.0,3.0,Have certificate,Full,4.2,0,0,0,0,0,10.0,10.0,0.08536585365853659
35.0,6.0,3.5,4.0,3.0,3.0,Have certificate,Full,6.1,0,0,0,0,0,8.75,8.75,0.16666666666666666
46.5,3.87,5.0,2.0,2.0,1.5,Have certificate,Unknown,2.4,0,0,0,0,0,15.5,18.6,0.08147368421052632
49.1,4.25,4.5,4.0,3.0,3.0,Have certificate,Full,8.1,0,0,0,0,0,12.275,12.275,0.08483033932135728
38.3,5.2,5.0,5.0,5.5,5.5,Have certificate,Full,6.95,0,0,0,0,0,5.892307692307692,5.892307692307692,0.13231552162849874
60.0,4.0,7.5,2.0,3.0,2.0,Have certificate,Unknown,2.95,0,0,0,0,0,15.0,20.0,0.06557377049180328
140.0,6.0,5.5,2.0,4.0,3.0,Have certificate,Full,3.65,0,1,0,0,0,28.0,35.0,0.0425531914893617
48.0,4.0,4.0,3.0,4.0,3.0,Have certificate,Full,6.8,0,0,0,0,0,9.6,12.0,0.08163265306122448
51.8,3.0,4.0,4.0,4.0,3.0,Have certificate,Full,7.5,0,0,0,0,0,10.36,12.95,0.05681818181818182
34.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Full,4.68,1,1,0,0,0,11.333333333333334,11.333333333333334,0.12857142857142856
95.6,6.0,4.0,2.0,3.0,2.0,Have certificate,Unknown,3.5,0,0,0,0,0,23.9,31.866666666666664,0.06211180124223603
72.2,4.0,5.0,2.0,3.0,2.0,Have certificate,Unknown,3.25,0,0,0,0,0,18.05,24.066666666666666,0.0546448087431694
72.0,4.0,6.0,3.0,3.0,3.0,Have certificate,Unknown,3.0,0,0,1,0,1,18.0,18.0,0.0547945205479452
38.0,4.5,5.5,6.0,3.0,3.0,Have certificate,Full,7.28,1,1,0,1,1,9.5,9.5,0.11538461538461539
76.0,4.0,5.5,3.0,2.0,2.0,Have certificate,Unknown,2.4,0,1,1,0,0,25.333333333333332,25.333333333333332,0.05194805194805195
45.0,4.5,5.5,5.0,3.0,5.0,Have certificate,Full,10.0,0,1,0,0,0,11.25,7.5,0.09782608695652174
72.2,4.5,5.5,1.0,2.0,1.5,Have certificate,Full,4.7,1,1,0,0,0,24.066666666666666,28.880000000000003,0.06147540983606557
30.2,4.5,5.5,5.0,3.0,4.0,Have certificate,Basic,6.95,1,1,0,0,0,7.55,6.04,0.14423076923076925
45.0,5.0,3.5,5.0,5.5,4.0,Have certificate,Full,6.7,0,0,0,0,0,6.923076923076923,9.0,0.10869565217391304
40.0,3.1,5.5,5.0,5.5,5.0,Have certificate,Full,8.0,0,1,0,0,0,6.153846153846154,6.666666666666667,0.07560975609756097
67.5,5.0,7.5,3.0,3.0,3.0,Have certificate,Unknown,5.28,0,0,1,1,1,16.875,16.875,0.072992700729927
100.0,6.5,7.5,2.0,3.0,2.0,Have certificate,Full,2.05,0,0,0,0,0,25.0,33.333333333333336,0.06435643564356436
140.0,4.5,5.0,2.0,5.0,5.0,Unknown,Unknown,6.6,1,0,0,0,0,23.333333333333332,23.333333333333332,0.031914893617021274
140.0,6.5,7.5,3.0,5.5,5.5,Have certificate,Full,9.85,0,0,0,0,0,21.53846153846154,21.53846153846154,0.04609929078014184
56.0,4.3,5.0,2.0,4.0,3.0,Have certificate,Unknown,8.35,0,0,0,0,0,11.2,14.0,0.07543859649122807
90.0,4.5,5.5,4.0,4.0,5.0,Have certificate,Unknown,9.3,1,1,0,0,0,18.0,15.0,0.04945054945054945
65.0,4.0,6.0,2.0,3.0,2.0,Have certificate,Basic,5.2,0,0,0,0,0,16.25,21.666666666666668,0.06060606060606061
65.0,4.5,6.0,2.0,2.0,2.0,Have certificate,Unknown,5.2,0,0,0,0,0,21.666666666666668,21.666666666666668,0.06818181818181818
38.0,3.8,3.5,5.0,3.0,4.0,Have certificate,Full,4.5,0,0,0,0,0,9.5,7.6,0.09743589743589744
38.0,3.5,6.0,4.0,3.0,3.0,Have certificate,Unknown,5.48,0,0,0,0,0,9.5,9.5,0.08974358974358974
35.0,3.54,3.5,3.0,4.0,4.0,Have certificate,Full,4.49,0,0,0,0,0,7.0,7.0,0.09833333333333333
30.0,4.5,5.5,5.0,3.0,4.0,Have certificate,Full,6.09,1,1,0,0,0,7.5,6.0,0.14516129032258066
100.0,5.0,7.5,3.0,3.0,4.0,Sale contract,Unknown,4.5,0,0,0,0,0,25.0,20.0,0.04950495049504951
30.0,4.5,3.5,5.0,3.0,3.0,Have certificate,Full,4.75,1,0,0,0,0,7.5,7.5,0.14516129032258066
38.0,4.5,3.5,4.0,3.0,3.0,Have certificate,Full,7.9,0,0,0,0,0,9.5,9.5,0.11538461538461539
48.0,4.5,5.5,5.0,4.0,3.0,Unknown,Unknown,6.9,1,1,0,0,1,9.6,12.0,0.09183673469387756
35.4,6.3,5.5,4.0,3.0,3.0,Have certificate,Unknown,6.15,0,1,0,1,1,8.85,8.85,0.17307692307692307
42.0,3.6,3.5,2.0,2.0,1.5,Have certificate,Full,4.3,0,0,0,0,0,14.0,16.8,0.08372093023255814
45.0,6.2,3.5,4.0,4.0,3.0,Have certificate,Unknown,7.68,0,0,0,0,0,9.0,11.25,0.13478260869565217
30.0,3.7,3.5,5.0,4.0,4.0,Have certificate,Basic,4.7,0,0,0,0,0,6.0,6.0,0.11935483870967742
33.0,4.5,5.5,5.0,5.0,5.0,Have certificate,Full,4.4,1,1,0,0,0,5.5,5.5,0.1323529411764706
56.0,4.0,5.5,5.0,3.0,3.0,Have certificate,Unknown,9.3,0,1,0,1,1,14.0,14.0,0.07017543859649122
29.7,4.26,4.0,3.0,3.0,3.0,Have certificate,Full,3.15,0,0,0,0,0,7.425,7.425,0.13876221498371336
80.0,4.0,7.5,3.0,3.0,4.0,Have certificate,Full,4.8,0,0,0,0,0,20.0,16.0,0.04938271604938271
