Area,Frontage,Access_Road,Floors,Bedrooms,Bathrooms,Legal_status,Furniture_state,Price,Frontage_missing,Access_Road_missing,Floors_missing,Bedrooms_missing,Bathrooms_missing,Area_per_Bedroom,Area_per_Bathroom,Frontage_Area_ratio
80.0,5.0,7.5,4.0,4.0,4.0,Have certificate,Full,7.8,0,0,0,0,0,16.0,16.0,0.06172839506172839
76.0,4.0,5.5,3.0,3.0,3.0,Have certificate,Full,2.55,0,1,0,0,0,19.0,19.0,0.05194805194805195
61.0,4.5,7.5,3.0,3.0,3.0,Have certificate,Full,3.6,1,0,0,0,0,15.25,15.25,0.07258064516129033
24.3,4.5,3.5,1.0,2.0,2.0,Have certificate,Full,1.55,1,0,0,0,0,8.1,8.1,0.17786561264822134
55.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Unknown,3.48,1,1,0,0,0,18.333333333333332,18.333333333333332,0.08035714285714286
93.0,4.5,7.5,3.0,3.0,3.0,Have certificate,Unknown,2.36,1,0,1,1,1,23.25,23.25,0.047872340425531915
93.0,5.0,5.5,4.0,3.0,3.0,Have certificate,Unknown,8.8,0,1,0,1,1,23.25,23.25,0.05319148936170213
33.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Unknown,5.4,1,1,1,1,1,8.25,8.25,0.1323529411764706
41.0,4.5,5.5,5.0,4.0,3.0,Unknown,Unknown,9.7,1,1,0,0,1,8.2,10.25,0.10714285714285714
140.0,4.5,5.5,2.0,5.0,5.5,Have certificate,Full,1.4,1,1,0,0,0,23.333333333333332,21.53846153846154,0.031914893617021274
75.0,4.5,5.5,2.0,2.0,3.0,Have certificate,Unknown,2.1,1,1,0,0,0,25.0,18.75,0.05921052631578947
32.0,4.0,7.5,3.0,3.0,2.0,Have certificate,Basic,4.85,0,0,0,0,0,8.0,10.666666666666666,0.12121212121212122
43.6,3.5,5.5,2.0,2.0,1.5,Have certificate,Unknown,2.4,0,1,0,0,0,14.533333333333333,17.44,0.07847533632286995
140.0,6.5,5.5,3.0,5.5,5.5,Have certificate,Basic,1.8,0,1,1,0,0,21.53846153846154,21.53846153846154,0.04609929078014184
40.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Basic,2.28,1,1,0,0,0,10.0,10.0,0.10975609756097561
85.9,4.01,5.0,3.0,3.0,3.0,Have certificate,Unknown,6.0,0,0,1,1,1,21.475,21.475,0.04614499424626006
120.0,4.5,7.5,2.0,3.0,2.0,Unknown,Unknown,4.7,0,0,0,0,0,30.0,40.0,0.0371900826446281
44.0,4.0,5.0,2.0,3.0,3.0,Unknown,Unknown,4.1,0,0,0,1,1,11.0,11.0,0.08888888888888889
97.0,4.5,5.5,3.0,2.0,2.0,Have certificate,Basic,3.95,1,1,1,0,0,32.333333333333336,32.333333333333336,0.04591836734693878
88.6,5.0,7.5,4.0,5.0,4.0,Have certificate,Unknown,7.8,0,0,0,0,0,14.766666666666666,17.72,0.05580357142857143
52.0,5.0,3.5,3.0,3.0,3.0,Have certificate,Full,6.5,0,0,0,0,0,13.0,13.0,0.09433962264150944
80.0,4.0,7.5,3.0,4.0,3.0,Have certificate,Unknown,5.9,0,0,0,0,0,16.0,20.0,0.04938271604938271
80.0,4.2,7.5,3.0,3.0,3.0,Have certificate,Full,5.2,0,0,0,1,1,20.0,20.0,0.05185185185185186
140.0,5.0,5.5,3.0,3.0,3.0,Have certificate,Unknown,5.6,0,1,1,1,1,35.0,35.0,0.03546099290780142
49.6,4.0,7.5,4.0,5.0,4.0,Have certificate,Basic,7.0,0,0,0,0,0,8.266666666666667,9.92,0.07905138339920949
45.0,3.6,4.5,3.0,3.0,3.0,Have certificate,Full,3.4,0,0,0,0,0,11.25,11.25,0.0782608695652174
140.0,4.5,7.5,3.0,3.0,3.0,Unknown,Unknown,8.0,1,0,1,1,1,35.0,35.0,0.031914893617021274
60.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Basic,2.4,1,1,0,0,0,15.0,15.0,0.07377049180327869
90.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Full,9.7,1,1,0,1,1,22.5,22.5,0.04945054945054945
50.0,6.0,3.5,5.0,4.0,4.0,Have certificate,Full,7.1,0,0,0,0,0,10.0,10.0,0.11764705882352941
35.0,3.4,5.5,5.0,3.0,3.0,Unknown,Unknown,5.8,0,1,0,1,1,8.75,8.75,0.09444444444444444
42.2,4.0,4.0,4.0,3.0,3.0,Have certificate,Unknown,6.4,0,0,0,0,0,10.55,10.55,0.09259259259259259
140.0,4.5,7.0,2.0,4.0,3.0,Have certificate,Full,9.9,1,0,0,0,0,28.0,35.0,0.031914893617021274
65.0,4.5,5.5,2.0,4.0,4.0,Have certificate,Full,3.33,1,1,0,0,0,13.0,13.0,0.06818181818181818
30.0,4.5,5.5,4.0,3.0,3.0,Unknown,Unknown,4.98,1,1,0,0,0,7.5,7.5,0.14516129032258066
140.0,6.5,7.5,3.0,3.0,2.0,Unknown,Unknown,2.47,0,0,1,0,0,35.0,46.666666666666664,0.04609929078014184
40.0,6.5,5.5,2.0,2.0,2.0,Have certificate,Basic,3.4,0,1,0,0,0,13.333333333333334,13.333333333333334,0.15853658536585366
60.0,4.5,5.5,4.0,3.0,3.0,Unknown,Unknown,7.0,1,1,0,1,1,15.0,15.0,0.07377049180327869
55.0,4.5,5.5,5.0,5.0,5.0,Have certificate,Unknown,7.6,1,1,0,0,0,9.166666666666666,9.166666666666666,0.08035714285714286
135.0,6.5,7.5,2.0,4.0,2.0,Have certificate,Unknown,2.85,0,0,0,0,0,27.0,45.0,0.04779411764705882
33.0,4.5,5.5,6.0,4.0,3.0,Have certificate,Full,5.88,1,1,0,0,1,6.6,8.25,0.1323529411764706
40.0,4.5,5.5,3.0,2.0,3.0,Unknown,Unknown,1.98,1,1,1,0,1,13.333333333333334,10.0,0.10975609756097561
42.0,4.0,5.5,3.0,3.0,3.0,Have certificate,Full,5.5,0,1,0,0,0,10.5,10.5,0.09302325581395349
35.0,4.5,5.5,5.0,5.0,5.0,Have certificate,Unknown,6.0,1,1,0,0,0,5.833333333333333,5.833333333333333,0.125
100.0,4.5,5.5,3.0,4.0,4.0,Have certificate,Basic,3.5,1,1,0,0,0,20.0,20.0,0.04455445544554455
43.0,6.5,4.0,5.0,4.0,4.0,Have certificate,Full,4.1,0,0,0,0,0,8.6,8.6,0.14772727272727273
140.0,6.5,7.5,2.0,3.0,3.0,Sale contract,Basic,8.3,0,0,0,1,1,35.0,35.0,0.04609929078014184
73.0,4.5,5.5,3.0,3.0,3.0,Have certificate,Unknown,8.5,1,1,0,0,0,18.25,18.25,0.060810810810810814
56.0,4.5,5.5,4.0,4.0,4.0,Have certificate,Unknown,9.3,1,1,0,0,0,11.2,11.2,0.07894736842105263
34.0,5.0,3.5,5.0,3.0,4.0,Have certificate,Full,5.4,0,0,0,0,0,8.5,6.8,0.14285714285714285
70.0,4.5,5.5,3.0,3.0,4.0,Have certificate,Full,6.85,1,0,0,0,0,17.5,14.0,0.06338028169014084
43.0,3.3,3.5,4.0,4.0,3.0,Have certificate,Unknown,3.4,0,0,0,0,0,8.6,10.75,0.075
140.0,5.0,5.5,2.0,3.0,3.0,Have certificate,Unknown,2.4,0,1,0,1,1,35.0,35.0,0.03546099290780142
52.0,3.5,3.5,5.0,5.5,5.0,Have certificate,Full,7.59,0,0,0,0,0,8.0,8.666666666666666,0.0660377358490566
45.0,6.0,5.0,2.0,2.0,2.0,Sale contract,Basic,1.35,0,0,0,0,0,15.0,15.0,0.13043478260869565
42.0,3.5,5.5,2.0,3.0,3.0,Have certificate,Unknown,6.85,0,1,0,0,1,10.5,10.5,0.08139534883720931
60.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Unknown,6.5,0,1,0,0,0,20.0,20.0,0.07377049180327869
38.0,4.5,5.5,5.0,3.0,3.0,Have certificate,Unknown,8.6,1,1,0,1,1,9.5,9.5,0.11538461538461539
53.0,4.5,5.5,2.0,3.0,3.0,Have certificate,Full,2.28,1,1,0,0,0,13.25,13.25,0.08333333333333333
75.0,4.6,4.0,4.0,4.0,4.0,Have certificate,Full,9.99,0,0,0,0,0,15.0,15.0,0.06052631578947368
70.0,6.0,6.0,2.0,3.0,3.0,Have certificate,Unknown,6.2,0,0,0,0,0,17.5,17.5,0.08450704225352113
55.0,3.7,5.0,3.0,4.0,4.0,Have certificate,Full,9.5,0,0,0,0,0,11.0,11.0,0.06607142857142857
102.0,5.2,4.0,1.0,2.0,1.5,Have certificate,Basic,3.39,0,0,0,0,0,34.0,40.8,0.05048543689320389
75.0,4.6,7.5,2.0,3.0,2.0,Unknown,Unknown,6.3,0,0,0,0,0,18.75,25.0,0.06052631578947368
39.6,3.14,5.5,3.0,3.0,3.0,Have certificate,Unknown,9.0,0,1,0,1,1,9.9,9.9,0.07733990147783251
36.0,4.5,5.5,7.0,4.0,5.5,Have certificate,Unknown,9.0,1,1,0,0,0,7.2,5.538461538461538,0.12162162162162163
38.0,5.6,3.5,2.0,2.0,1.5,Have certificate,Unknown,5.2,0,0,0,0,0,12.666666666666666,15.2,0.14358974358974358
32.0,3.0,5.5,5.0,3.0,4.0,Have certificate,Unknown,4.95,0,1,0,0,0,8.0,6.4,0.09090909090909091
25.0,4.5,5.5,4.0,3.0,4.0,Have certificate,Basic,4.6,1,1,0,0,0,6.25,5.0,0.17307692307692307
41.0,4.0,5.5,5.0,3.0,3.0,Have certificate,Unknown,6.0,0,1,0,1,1,10.25,10.25,0.09523809523809523
74.3,4.5,5.5,3.0,4.0,4.0,Have certificate,Full,7.7,1,0,0,0,0,14.86,14.86,0.05976095617529881
55.0,4.5,3.5,3.0,5.0,5.0,Have certificate,Unknown,6.5,1,0,0,0,0,9.166666666666666,9.166666666666666,0.08035714285714286
30.0,3.5,5.5,4.0,2.0,2.0,Unknown,Unknown,3.5,0,1,0,0,0,10.0,10.0,0.11290322580645161
111.3,4.0,7.5,3.0,3.0,2.0,Have certificate,Basic,8.9,0,0,1,0,0,27.825,37.1,0.03561887800534283
100.0,4.5,5.5,3.0,5.5,5.5,Have certificate,Unknown,4.9,1,1,1,0,0,15.384615384615385,15.384615384615385,0.04455445544554455
38.0,3.7,5.5,7.0,3.0,5.5,Unknown,Full,9.0,0,1,0,0,0,9.5,5.846153846153846,0.09487179487179488
140.0,4.5,6.0,3.0,3.0,3.0,Have certificate,Unknown,5.5,1,0,1,0,1,35.0,35.0,0.031914893617021274
51.5,4.2,4.0,3.0,4.0,5.0,Have certificate,Unknown,6.3,0,0,0,0,0,10.3,8.583333333333334,0.08
50.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Unknown,8.1,1,1,0,1,1,12.5,12.5,0.08823529411764706
74.0,6.5,4.0,1.0,2.0,2.0,Have certificate,Basic,2.99,0,0,0,0,0,24.666666666666668,24.666666666666668,0.08666666666666667
22.0,3.0,3.5,3.0,2.0,3.0,Have certificate,Basic,3.35,0,0,0,0,0,7.333333333333333,5.5,0.13043478260869565
80.0,4.0,5.5,2.0,5.5,4.0,Have certificate,Basic,6.5,0,1,0,0,0,12.307692307692308,16.0,0.04938271604938271
72.0,4.5,5.5,2.0,3.0,1.5,Have certificate,Unknown,4.79,1,1,0,0,0,18.0,28.8,0.06164383561643835
54.0,4.4,5.5,5.0,4.0,4.0,Have certificate,Full,8.9,0,1,0,0,0,10.8,10.8,0.08
57.3,4.0,7.0,4.0,4.0,5.0,Have certificate,Full,6.5,0,0,0,0,0,11.459999999999999,9.549999999999999,0.0686106346483705
33.5,4.5,5.5,6.0,4.0,3.0,Have certificate,Unknown,6.3,1,1,0,0,1,6.7,8.375,0.13043478260869565
140.0,6.5,7.5,3.0,3.0,3.0,Have certificate,Unknown,3.8,0,0,1,0,1,35.0,35.0,0.04609929078014184
52.0,4.5,5.5,4.0,4.0,4.0,Have certificate,Basic,6.98,1,1,0,0,0,10.4,10.4,0.08490566037735849
107.0,4.5,5.5,3.0,3.0,2.0,Unknown,Unknown,7.2,1,1,0,0,0,26.75,35.666666666666664,0.041666666666666664
42.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,6.3,1,1,1,1,1,10.5,10.5,0.10465116279069768
70.0,5.0,7.5,5.0,5.5,4.0,Have certificate,Unknown,9.0,0,0,0,0,0,10.76923076923077,14.0,0.07042253521126761
37.3,4.5,5.5,5.0,3.0,3.0,Have certificate,Full,6.8,0,1,0,0,1,9.325,9.325,0.1174934725848564
69.0,4.3,5.5,2.0,3.0,3.0,Have certificate,Unknown,7.0,0,1,0,0,0,17.25,17.25,0.06142857142857142
129.1,6.5,5.0,3.0,4.0,2.0,Have certificate,Unknown,5.7,0,0,1,0,0,25.82,43.03333333333333,0.04996156802459647
80.0,4.5,7.5,4.0,4.0,3.0,Have certificate,Full,9.9,1,0,0,0,0,16.0,20.0,0.05555555555555555
75.0,5.0,7.5,5.0,5.5,4.0,Sale contract,Unknown,8.5,0,0,0,0,0,11.538461538461538,15.0,0.06578947368421052
140.0,6.5,3.5,3.0,5.5,4.0,Have certificate,Unknown,7.9,0,0,0,0,0,21.53846153846154,28.0,0.04609929078014184
56.0,4.5,5.5,5.0,3.0,3.0,Have certificate,Unknown,9.3,1,1,0,1,1,14.0,14.0,0.07894736842105263
63.0,4.5,7.5,5.0,5.5,4.0,Sale contract,Unknown,7.0,0,0,0,0,0,9.692307692307692,12.6,0.0703125
36.0,4.5,5.5,5.0,4.0,3.0,Have certificate,Unknown,6.05,1,1,0,0,1,7.2,9.0,0.12162162162162163
30.0,3.5,5.5,2.0,2.0,2.0,Have certificate,Unknown,3.75,0,1,0,0,0,10.0,10.0,0.11290322580645161
40.0,3.7,5.5,5.0,3.0,3.0,Have certificate,Full,8.0,0,1,0,1,1,10.0,10.0,0.0902439024390244
95.0,4.5,5.5,3.0,4.0,3.0,Have certificate,Unknown,9.8,0,1,0,0,0,19.0,23.75,0.046875
33.0,3.7,5.5,5.0,3.0,3.0,Unknown,Unknown,5.5,0,1,0,0,1,8.25,8.25,0.10882352941176471
40.0,3.9,5.5,4.0,4.0,4.0,Have certificate,Basic,7.5,0,1,0,0,0,8.0,8.0,0.0951219512195122
23.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Basic,2.49,1,1,0,0,0,7.666666666666667,7.666666666666667,0.1875
99.0,6.0,3.5,1.0,1.5,1.5,Have certificate,Unknown,9.45,0,0,0,0,0,39.6,39.6,0.06
58.0,4.5,7.5,4.0,4.0,5.0,Have certificate,Full,8.1,1,0,0,0,0,11.6,9.666666666666666,0.07627118644067797
33.1,4.5,4.0,2.0,2.0,2.0,Have certificate,Full,1.7,1,0,0,0,0,11.033333333333333,11.033333333333333,0.13196480938416422
76.5,4.5,7.5,2.0,2.0,3.0,Have certificate,Unknown,2.5,1,0,0,0,1,25.5,19.125,0.05806451612903226
33.0,4.0,3.5,5.0,3.0,4.0,Have certificate,Full,5.65,0,0,0,0,0,8.25,6.6,0.11764705882352941
68.5,4.5,5.5,3.0,2.0,2.0,Have certificate,Basic,4.8,0,0,0,0,0,22.833333333333332,22.833333333333332,0.06474820143884892
40.0,3.0,3.5,2.0,2.0,2.0,Unknown,Unknown,5.2,0,0,0,0,0,13.333333333333334,13.333333333333334,0.07317073170731707
48.0,4.5,5.5,4.0,4.0,3.0,Have certificate,Unknown,8.9,1,1,0,0,1,9.6,12.0,0.09183673469387756
100.0,4.5,5.5,3.0,3.0,3.0,Sale contract,Basic,8.7,1,1,1,1,1,25.0,25.0,0.04455445544554455
45.0,4.1,5.5,5.0,3.0,3.0,Have certificate,Unknown,5.8,0,1,0,1,1,11.25,11.25,0.0891304347826087
32.0,4.0,4.0,3.0,4.0,3.0,Have certificate,Full,3.6,0,0,0,0,0,6.4,8.0,0.12121212121212122
33.0,5.2,3.5,5.0,3.0,4.0,Have certificate,Full,4.4,0,0,0,0,0,8.25,6.6,0.15294117647058825
57.0,3.85,5.0,2.0,2.0,2.0,Have certificate,Full,7.4,0,0,0,0,0,19.0,19.0,0.0663793103448276
48.0,4.0,5.0,2.0,3.0,2.0,Have certificate,Basic,4.5,0,0,0,0,0,12.0,16.0,0.08163265306122448
62.0,4.5,5.5,4.0,3.0,3.0,Have certificate,Full,9.5,1,1,0,0,1,15.5,15.5,0.07142857142857142
120.0,4.5,5.5,2.0,3.0,3.0,Have certificate,Unknown,2.0,1,1,0,0,0,30.0,30.0,0.0371900826446281
70.0,5.0,7.5,5.0,5.0,4.0,Have certificate,Unknown,10.0,0,0,0,0,0,11.666666666666666,14.0,0.07042253521126761
32.0,4.5,3.5,5.0,3.0,3.0,Have certificate,Full,7.5,1,0,0,1,1,8.0,8.0,0.13636363636363635
126.0,4.4,7.5,1.0,3.0,1.5,Have certificate,Basic,3.2,0,0,0,0,0,31.5,50.4,0.03464566929133858
60.0,4.0,6.0,4.0,4.0,5.5,Have certificate,Full,7.45,0,0,0,0,0,12.0,9.23076923076923,0.06557377049180328
62.5,4.5,5.5,4.0,4.0,5.0,Have certificate,Unknown,6.45,1,1,0,0,0,12.5,10.416666666666666,0.07086614173228346
68.0,4.0,4.0,3.0,4.0,5.0,Have certificate,Full,6.5,0,0,0,0,0,13.6,11.333333333333334,0.057971014492753624
140.0,6.5,7.5,3.0,3.0,3.0,Sale contract,Unknown,2.5,0,0,1,1,1,35.0,35.0,0.04609929078014184
100.0,4.5,5.0,3.0,3.0,3.0,Have certificate,Unknown,1.35,1,0,1,1,1,25.0,25.0,0.04455445544554455
130.0,5.0,7.5,5.0,5.5,5.5,Unknown,Unknown,8.5,0,0,0,0,0,20.0,20.0,0.03816793893129771
45.0,4.5,5.5,5.0,3.0,3.0,Have certificate,Basic,6.3,1,1,0,1,1,11.25,11.25,0.09782608695652174
40.0,3.0,4.5,2.0,2.0,2.0,Have certificate,Basic,2.85,0,0,0,0,0,13.333333333333334,13.333333333333334,0.07317073170731707
40.0,4.5,5.5,4.0,4.0,3.0,Have certificate,Full,9.7,1,1,0,0,0,8.0,10.0,0.10975609756097561
100.0,6.5,5.5,4.0,4.0,5.0,Sale contract,Unknown,7.1,0,1,0,0,0,20.0,16.666666666666668,0.06435643564356436
97.0,5.0,7.0,3.0,5.5,5.5,Have certificate,Full,5.5,0,0,0,0,0,14.923076923076923,14.923076923076923,0.05102040816326531
60.0,4.0,5.0,1.0,1.5,3.0,Unknown,Unknown,5.89,0,0,0,0,1,24.0,15.0,0.06557377049180328
50.0,4.2,5.5,5.0,5.0,5.5,Have certificate,Full,10.0,0,1,0,0,0,8.333333333333334,7.6923076923076925,0.08235294117647059
40.0,4.5,5.5,5.0,4.0,3.0,Have certificate,Full,9.6,1,1,0,0,1,8.0,10.0,0.10975609756097561
48.0,4.0,7.0,5.0,4.0,5.0,Have certificate,Full,6.5,0,0,0,0,0,9.6,8.0,0.08163265306122448
140.0,6.5,3.5,1.0,3.0,3.0,Unknown,Unknown,6.5,0,0,0,0,0,35.0,35.0,0.04609929078014184
74.0,4.5,5.5,3.0,3.0,4.0,Have certificate,Unknown,8.4,1,1,0,0,0,18.5,14.8,0.06
50.0,4.0,4.0,5.0,5.0,5.0,Have certificate,Basic,7.68,0,0,0,0,0,8.333333333333334,8.333333333333334,0.0784313725490196
140.0,6.5,7.5,3.0,1.5,1.5,Have certificate,Unknown,8.2,0,0,1,0,0,56.0,56.0,0.04609929078014184
52.0,4.5,5.0,3.0,4.0,4.0,Have certificate,Full,2.6,1,0,0,0,0,10.4,10.4,0.08490566037735849
57.4,5.4,5.5,3.0,1.5,1.5,Have certificate,Basic,3.65,0,1,1,0,0,22.96,22.96,0.09246575342465754
74.0,6.4,3.5,1.0,3.0,3.0,Have certificate,Full,4.4,0,0,0,0,1,18.5,18.5,0.08533333333333334
35.0,3.5,7.5,5.0,5.5,5.5,Have certificate,Unknown,8.6,0,0,0,0,0,5.384615384615385,5.384615384615385,0.09722222222222222
55.5,4.5,5.0,3.0,3.0,3.0,Have certificate,Unknown,6.6,1,0,1,1,1,13.875,13.875,0.07964601769911504
55.0,5.0,5.5,5.0,3.0,3.0,Have certificate,Full,9.9,0,1,0,1,1,13.75,13.75,0.08928571428571429
108.4,4.5,7.5,3.0,4.0,3.0,Have certificate,Unknown,9.4,1,0,1,0,1,21.68,27.1,0.04113345521023766
60.0,6.0,7.5,3.0,4.0,2.0,Have certificate,Full,5.5,0,0,0,0,0,12.0,20.0,0.09836065573770492
42.3,3.9,3.5,3.0,4.0,3.0,Have certificate,Basic,5.58,0,0,0,0,0,8.459999999999999,10.575,0.09006928406466513
45.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,6.0,1,1,1,1,1,11.25,11.25,0.09782608695652174
37.0,3.5,7.5,5.0,4.0,4.0,Have certificate,Full,5.4,0,0,0,0,0,7.4,7.4,0.09210526315789473
60.0,4.8,3.5,3.0,3.0,3.0,Have certificate,Basic,8.5,0,0,0,0,0,15.0,15.0,0.07868852459016393
110.0,6.0,7.5,1.0,3.0,2.0,Have certificate,Basic,2.5,0,0,0,0,0,27.5,36.666666666666664,0.05405405405405406
38.0,4.2,4.0,6.0,3.0,4.0,Have certificate,Unknown,6.5,0,0,0,0,0,9.5,7.6,0.1076923076923077
58.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,6.2,1,1,1,1,1,14.5,14.5,0.07627118644067797
32.0,5.0,3.5,5.0,3.0,4.0,Have certificate,Full,4.2,0,0,0,0,0,8.0,6.4,0.15151515151515152
71.2,5.8,6.0,3.0,4.0,5.0,Have certificate,Full,10.0,0,0,0,0,0,14.24,11.866666666666667,0.08033240997229917
58.0,4.5,5.5,5.0,5.0,5.0,Have certificate,Full,8.95,0,1,0,0,0,9.666666666666666,9.666666666666666,0.07627118644067797
55.0,6.5,5.5,1.0,1.5,1.5,Have certificate,Unknown,4.95,0,1,0,0,0,22.0,22.0,0.11607142857142858
61.0,4.5,5.5,5.0,4.0,4.0,Have certificate,Unknown,6.9,1,1,0,0,0,12.2,12.2,0.07258064516129033
53.7,3.5,5.5,2.0,2.0,1.5,Have certificate,Unknown,8.9,0,1,0,0,0,17.900000000000002,21.48,0.06398537477148081
85.0,4.6,7.5,4.0,3.0,3.0,Have certificate,Basic,6.49,0,0,0,1,1,21.25,21.25,0.053488372093023255
74.0,5.5,7.5,3.0,3.0,3.0,Have certificate,Unknown,5.3,0,0,1,1,1,18.5,18.5,0.07333333333333333
64.0,4.0,5.0,4.0,5.5,3.0,Have certificate,Full,5.0,0,0,0,0,0,9.846153846153847,16.0,0.06153846153846154
32.0,4.0,3.5,5.0,3.0,4.0,Unknown,Unknown,5.0,0,0,0,0,0,8.0,6.4,0.12121212121212122
34.0,3.5,5.5,5.0,3.0,3.0,Have certificate,Unknown,5.1,0,1,0,1,1,8.5,8.5,0.1
35.0,3.8,5.5,5.0,4.0,4.0,Have certificate,Full,6.8,0,1,0,0,0,7.0,7.0,0.10555555555555556
100.0,4.5,7.5,4.0,5.0,3.0,Have certificate,Full,7.2,1,0,0,0,1,16.666666666666668,25.0,0.04455445544554455
28.0,3.5,5.5,5.0,3.0,4.0,Have certificate,Full,5.8,0,1,0,0,0,7.0,5.6,0.1206896551724138
34.0,4.5,5.5,5.0,4.0,3.0,Have certificate,Full,3.9,1,1,0,0,1,6.8,8.5,0.12857142857142856
105.0,6.5,7.5,4.0,3.0,3.0,Have certificate,Unknown,7.0,0,0,0,1,1,26.25,26.25,0.06132075471698113
35.0,4.0,3.5,5.0,3.0,4.0,Have certificate,Full,4.85,0,0,0,0,0,8.75,7.0,0.1111111111111111
24.4,4.5,5.5,5.0,3.0,3.0,Have certificate,Basic,4.3,1,1,0,0,0,6.1,6.1,0.17716535433070868
67.0,5.5,7.5,3.0,2.0,2.0,Have certificate,Basic,1.41,0,0,1,0,0,22.333333333333332,22.333333333333332,0.08088235294117647
41.0,4.5,5.5,3.0,3.0,3.0,Unknown,Unknown,5.1,1,1,1,1,1,10.25,10.25,0.10714285714285714
42.0,4.0,3.5,6.0,3.0,4.0,Have certificate,Full,6.4,0,0,0,0,0,10.5,8.4,0.09302325581395349
52.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Full,5.2,1,1,0,0,0,17.333333333333332,17.333333333333332,0.08490566037735849
32.0,3.5,3.5,5.0,3.0,4.0,Have certificate,Basic,4.2,0,0,0,0,0,8.0,6.4,0.10606060606060606
69.0,5.0,3.5,3.0,3.0,3.0,Have certificate,Basic,4.4,0,0,1,1,1,17.25,17.25,0.07142857142857142
104.0,6.5,5.0,2.0,3.0,2.0,Have certificate,Basic,5.3,0,0,0,0,0,26.0,34.666666666666664,0.06190476190476191
45.9,4.5,4.0,2.0,3.0,2.0,Have certificate,Unknown,4.4,1,0,0,0,0,11.475,15.299999999999999,0.09594882729211088
40.0,4.0,4.0,6.0,3.0,5.0,Have certificate,Full,7.0,0,0,0,0,0,10.0,6.666666666666667,0.0975609756097561
93.0,4.5,5.5,5.0,5.5,3.0,Have certificate,Unknown,10.0,1,1,0,0,1,14.307692307692308,23.25,0.047872340425531915
48.0,6.0,4.0,3.0,3.0,3.0,Have certificate,Basic,2.9,0,0,0,0,0,12.0,12.0,0.12244897959183673
55.4,5.0,3.5,1.0,2.0,2.0,Have certificate,Full,3.5,0,0,0,0,0,18.466666666666665,18.466666666666665,0.08865248226950355
140.0,6.5,5.0,2.0,5.0,3.0,Have certificate,Unknown,5.4,0,0,0,0,0,23.333333333333332,35.0,0.04609929078014184
40.0,6.0,3.5,4.0,3.0,3.0,Have certificate,Full,9.0,0,0,0,0,0,10.0,10.0,0.14634146341463414
98.0,4.2,5.0,2.0,5.0,3.0,Have certificate,Unknown,5.7,0,0,0,0,0,16.333333333333332,24.5,0.04242424242424243
45.0,4.5,5.5,5.0,4.0,4.0,Have certificate,Basic,4.82,1,1,0,0,0,9.0,9.0,0.09782608695652174
135.0,4.8,5.5,3.0,5.0,5.5,Have certificate,Unknown,8.95,0,1,0,0,0,22.5,20.76923076923077,0.03529411764705882
32.0,4.6,5.5,5.0,3.0,4.0,Have certificate,Full,4.85,0,1,0,0,0,8.0,6.4,0.13939393939393938
55.5,4.5,5.5,3.0,3.0,3.0,Have certificate,Full,7.95,1,1,1,1,1,13.875,13.875,0.07964601769911504
140.0,5.1,5.5,3.0,3.0,3.0,Have certificate,Unknown,7.45,0,1,1,1,1,35.0,35.0,0.036170212765957444
75.0,5.0,7.5,5.0,3.0,3.0,Have certificate,Unknown,9.2,0,0,0,1,1,18.75,18.75,0.06578947368421052
48.0,6.5,3.5,3.0,3.0,3.0,Have certificate,Unknown,5.3,0,0,0,0,1,12.0,12.0,0.1326530612244898
67.0,4.7,5.0,3.0,3.0,3.0,Have certificate,Full,7.5,0,0,1,1,1,16.75,16.75,0.06911764705882353
40.0,4.0,4.0,5.0,5.0,5.0,Have certificate,Full,6.9,0,0,0,0,0,6.666666666666667,6.666666666666667,0.0975609756097561
35.0,4.5,5.5,5.0,3.0,3.0,Unknown,Unknown,5.4,1,1,0,0,1,8.75,8.75,0.125
41.0,4.5,5.5,5.0,3.0,4.0,Have certificate,Full,5.85,1,1,0,0,0,10.25,8.2,0.10714285714285714
42.0,3.5,6.0,2.0,3.0,3.0,Have certificate,Full,7.2,0,0,0,1,1,10.5,10.5,0.08139534883720931
55.0,4.4,5.5,2.0,2.0,3.0,Have certificate,Full,3.6,0,1,0,0,1,18.333333333333332,13.75,0.07857142857142858
140.0,6.5,5.0,1.0,2.0,2.0,Have certificate,Unknown,7.9,0,0,0,0,0,46.666666666666664,46.666666666666664,0.04609929078014184
35.0,4.1,7.5,1.0,1.5,1.5,Have certificate,Basic,5.88,0,0,0,0,0,14.0,14.0,0.11388888888888887
32.0,6.5,4.0,4.0,3.0,4.0,Unknown,Unknown,6.7,0,0,0,0,0,8.0,6.4,0.19696969696969696
